filename,average_score,score_std,number_atoms
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1N83-filtered_graphs.npy,0.2697706550359726,0.08164019296993646,75
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1ZHY-filtered_graphs.npy,0.6986945694684983,0.14191184241519156,77
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/3AM6-filtered_graphs.npy,0.8939116859436035,0.07451463945694284,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4NTJ-filtered_graphs.npy,0.9718165183067322,0.02833949019932678,32
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XP4-filtered_graphs.npy,0.7333705377578735,0.07374763854613246,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPB-filtered_graphs.npy,0.6341585946083069,0.10687435253989079,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPF-filtered_graphs.npy,0.8669887685775757,0.09248941590973804,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPG-filtered_graphs.npy,0.7548509413003921,0.11528343277115913,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVU-filtered_graphs.npy,0.8951652467250824,0.06922827019445352,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVX-filtered_graphs.npy,0.968588193655014,0.019220628877011443,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW0-filtered_graphs.npy,0.8952798640727997,0.06917201309427345,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW1-filtered_graphs.npy,0.8954667901992798,0.06910470663509671,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW4-filtered_graphs.npy,0.7984219348430633,0.10140743090159952,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW7-filtered_graphs.npy,0.7982143640518189,0.10164589932220806,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW8-filtered_graphs.npy,0.7988948917388916,0.10114375755421692,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5I74-filtered_graphs.npy,0.956822464466095,0.06748354559201182,20
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5IUB-filtered_graphs.npy,0.8275501561164856,0.07065632603697274,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5K2C-filtered_graphs.npy,0.8929060423374175,0.04244506600579409,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5MZP-filtered_graphs.npy,0.873140881061554,0.04959190661424851,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5OLV-filtered_graphs.npy,0.9100287067890167,0.03692950729380459,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5TCX-filtered_graphs.npy,0.9096090376377106,0.06693723016294321,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5XRA-filtered_graphs.npy,0.9271807825565338,0.030121790676331722,50
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6A93-filtered_graphs.npy,0.44652697801589963,0.1802857552979407,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6AQF-filtered_graphs.npy,0.8418062508106232,0.05525836174501308,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6DS0-filtered_graphs.npy,0.7798664683103561,0.11222913273435488,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6IDF-filtered_graphs.npy,0.8096986413002014,0.09887543934890215,35
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6LW5-filtered_graphs.npy,0.9575954830646515,0.037372817392509194,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6N4B-filtered_graphs.npy,0.8717423164844513,0.120119576495149,29
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6NF4-filtered_graphs.npy,0.45922455966472625,0.20157611404063555,50
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6O3C-filtered_graphs.npy,0.8320958745479584,0.07066542552850459,65
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PB0-filtered_graphs.npy,0.7876663915812969,0.24153737896344732,21
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PRZ-filtered_graphs.npy,0.9064199542999267,0.043507768165601916,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PS0-filtered_graphs.npy,0.8770898616313935,0.05733192060370482,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6PT2-filtered_graphs.npy,0.7933100271224975,0.0720287310283798,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6RZ7-filtered_graphs.npy,0.9188082003593445,0.0957969979599142,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6S7P-filtered_graphs.npy,0.7460534131526947,0.12254894190470611,35
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T4I-filtered_graphs.npy,0.7928455710411072,0.10297831675297184,85
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T9N-filtered_graphs.npy,0.7309720754623413,0.11946019917229969,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6T9O-filtered_graphs.npy,0.8062603908777237,0.11677183290636443,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6TPK-filtered_graphs.npy,0.20612969435751438,0.08590711783831499,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UCB-filtered_graphs.npy,0.09361769579350948,0.043058678504635385,73
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UD4-filtered_graphs.npy,0.4332109928131104,0.11500795856279242,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6UY0-filtered_graphs.npy,0.8391608345508575,0.11845673724517884,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6VI4-filtered_graphs.npy,0.9480690312385559,0.0674499694012234,31
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/6WH4-filtered_graphs.npy,0.8016753947734833,0.1590746308809062,23
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7BTS-filtered_graphs.npy,0.898120310306549,0.11156657848635852,26
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7BU7-filtered_graphs.npy,0.8745590645074844,0.11492786881069825,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7CFN-filtered_graphs.npy,0.8074025118350983,0.17923520515872154,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/7DDL-filtered_graphs.npy,0.5556336116790771,0.10215138217261648,56
