atom_type,importance
C,0.12949348986148834
CA,0.12949348986148834
CB,0.1415102630853653
CD,0.1685478240251541
CD1,0.19558538496494293
CD2,0.2226235419511795
CE,0.24060800671577454
CE1,0.24049143493175507
CE2,0.24037282168865204
CE3,0.24025410413742065
CG,0.2385840117931366
CG1,0.23147456347942352
CG2,0.2243650257587433
CH2,0.21725499629974365
CZ,0.211326003074646
CZ2,0.21484608948230743
CZ3,0.21836647391319275
O,0.22188664972782135
OH,0.22540657222270966
OD1,0.21822839975357056
OD2,0.2110498696565628
OE1,0.20387201011180878
OE2,0.19669419527053833
OG,0.19333453476428986
OG1,0.19045227766036987
N,0.18756994605064392
NE,0.18468765914440155
NE1,0.17339448630809784
NE2,0.15969808399677277
ND1,0.14600281417369843
ND2,0.13230641186237335
NZ,0.1289590299129486
NH1,0.13078723847866058
NH2,0.13261543214321136
SD,0.13444364070892334
SG,0.13525629043579102
UNKNOWN,0.13525629043579102
