filename,average_score,score_std,number_atoms
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1N83-filtered_graphs.npy,0.4856601533666253,0.2833202572846449,75
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/1ZHY-filtered_graphs.npy,0.7844487335532904,0.26906296633043875,77
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/3AM6-filtered_graphs.npy,0.4836651847884059,0.34717556784016973,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4NTJ-filtered_graphs.npy,0.8087056893110275,0.23607967693756138,32
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XP4-filtered_graphs.npy,0.8625824457406998,0.1497737049173812,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPB-filtered_graphs.npy,0.871358505487442,0.10763879448995489,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPF-filtered_graphs.npy,0.9343710765242577,0.12944468474284526,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/4XPG-filtered_graphs.npy,0.7906153663992882,0.22127316966866664,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVU-filtered_graphs.npy,0.8659340751171112,0.14835000375156202,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AVX-filtered_graphs.npy,0.9396318089962006,0.05971510990067561,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW0-filtered_graphs.npy,0.8662970352172852,0.14776373803213314,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW1-filtered_graphs.npy,0.867293718457222,0.14623563059646938,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW4-filtered_graphs.npy,0.8411673459410668,0.16400316887412525,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW7-filtered_graphs.npy,0.8427518117427826,0.16259240448529821,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5AW8-filtered_graphs.npy,0.8401478227972984,0.1647164907653155,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5I74-filtered_graphs.npy,0.8752137288451195,0.17820355717823483,20
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5IUB-filtered_graphs.npy,0.8577286756038666,0.1430151773711271,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5K2C-filtered_graphs.npy,0.9720531332492829,0.028213608874105692,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5MZP-filtered_graphs.npy,0.9682880830764771,0.03135288439128009,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5OLV-filtered_graphs.npy,0.964706518650055,0.03274844034304523,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp4/Spies/5TCX-filtered_graphs.npy,0.6454412306845189,0.3496761982714318,45
