sample_name,ensemble_prob_mean,num_models_used
3N9Y-filtered_combined_matrix,0.10566033632877361,50
3WGV-filtered_combined_matrix,0.5646830708279482,50
4BOE-filtered_combined_matrix,0.006293764996686482,50
4NTJ-filtered_combined_matrix,0.847491196742738,50
4OR2-filtered_combined_matrix,0.7652493238919578,50
4XNX-filtered_combined_matrix,0.6082589636037506,50
4XP5-filtered_combined_matrix,0.6222996914154677,50
4XP9-filtered_combined_matrix,0.7202155406998162,50
4XPF-filtered_combined_matrix,0.7047309811647409,50
4XPH-filtered_combined_matrix,0.6151633760637936,50
5AVQ-filtered_combined_matrix,0.7754690923097063,50
5AVR-filtered_combined_matrix,0.7412337793844395,50
5AVU-filtered_combined_matrix,0.7756162865831352,50
5AVX-filtered_combined_matrix,0.7509054349843112,50
5AW2-filtered_combined_matrix,0.7744569317542638,50
5AW5-filtered_combined_matrix,0.7957441029703437,50
5I6X-filtered_combined_matrix,0.6735346116170149,50
5I75-filtered_combined_matrix,0.7182746786821606,50
5K2C-filtered_combined_matrix,0.5655359763917146,50
5L7D-filtered_combined_matrix,0.01818636606024328,50
5N2R-filtered_combined_matrix,0.30352632033800636,50
5TVN-filtered_combined_matrix,0.8354378494611706,50
5UVI-filtered_combined_matrix,0.5569531232158267,50
5WVR-filtered_combined_matrix,0.030188980815839137,50
6CO7-filtered_combined_matrix,0.49508289969277386,50
6IIU-filtered_combined_matrix,0.7118585678616534,50
6IIV-filtered_combined_matrix,0.8837727410987543,50
6LR4-filtered_combined_matrix,0.7487148608308756,50
6M3Z-filtered_combined_matrix,0.749406262888704,50
6NBF-filtered_combined_matrix,0.8589547715344207,50
6NF4-filtered_combined_matrix,0.5778971117283995,50
6OS1-filtered_combined_matrix,0.688486758502071,50
6PRZ-filtered_combined_matrix,0.5297410633386821,50
6PS7-filtered_combined_matrix,0.5617317459794098,50
6RZ7-filtered_combined_matrix,0.8695555666495766,50
6WBG-filtered_combined_matrix,0.7889655265639974,50
6WBN-filtered_combined_matrix,0.7463531377563143,50
6XBK-filtered_combined_matrix,0.12421944280232113,50
6ZDR-filtered_combined_matrix,0.4376069192215015,50
7A69-filtered_combined_matrix,0.7868558692141199,50
7ARO-filtered_combined_matrix,0.4150589490346774,50
7CFN-filtered_combined_matrix,0.6760002170116106,50
7CKY-filtered_combined_matrix,0.7723445540761018,50
7D76-filtered_combined_matrix,0.7603774312955898,50
7DDH-filtered_combined_matrix,0.26717274290502435,50
7DF8-filtered_combined_matrix,0.7959008847210904,50
7DTY-filtered_combined_matrix,0.862414495568494,50
7EKP-filtered_combined_matrix,0.8489277870905243,50
7F61-filtered_combined_matrix,0.4326354277213976,50
