sample_name,ensemble_prob_mean,num_models_used
1LRI-filtered_combined_matrix,0.492404898121064,50
1N83-filtered_combined_matrix,0.3592025485810072,50
1ZHY-filtered_combined_matrix,0.1989231571405973,50
2RH1-filtered_combined_matrix,0.8339022869932948,50
2ZXE-filtered_combined_matrix,0.9236496840761995,50
3A3Y-filtered_combined_matrix,0.9094669852211787,50
3AM6-filtered_combined_matrix,0.9033709418567613,50
3D4S-filtered_combined_matrix,0.771256294368675,50
3GKI-filtered_combined_matrix,0.06828026010902734,50
3N9Y-filtered_combined_matrix,0.23851869412805984,50
3NY8-filtered_combined_matrix,0.8303148637088426,50
3NY9-filtered_combined_matrix,0.8324601917313637,50
3NYA-filtered_combined_matrix,0.8501555358784064,50
3WGU-filtered_combined_matrix,0.8756300069446037,50
3WGV-filtered_combined_matrix,0.7887185374741259,50
4BOE-filtered_combined_matrix,0.14254547514646732,50
4BQU-filtered_combined_matrix,0.08537262389785641,50
4DKL-filtered_combined_matrix,0.8152297237943228,50
4EIY-filtered_combined_matrix,0.7304706868064051,50
4HYT-filtered_combined_matrix,0.2875760936321295,50
4IB4-filtered_combined_matrix,0.8454963666717955,50
4M48-filtered_combined_matrix,0.9104868589514252,50
4NC3-filtered_combined_matrix,0.8810498650865388,50
4NTJ-filtered_combined_matrix,0.9316487766629851,50
4OR2-filtered_combined_matrix,0.9282993904811456,50
4PXZ-filtered_combined_matrix,0.5276587583160183,50
4RES-filtered_combined_matrix,0.40055875607501085,50
4XNU-filtered_combined_matrix,0.8914853255552859,50
4XNV-filtered_combined_matrix,0.9078856712452736,50
4XNX-filtered_combined_matrix,0.7956415843389025,50
4XP1-filtered_combined_matrix,0.9038679884464182,50
4XP4-filtered_combined_matrix,0.8995423495633205,50
4XP5-filtered_combined_matrix,0.800889682200391,50
4XP6-filtered_combined_matrix,0.8990901427516368,50
4XP9-filtered_combined_matrix,0.8938050503158946,50
4XPA-filtered_combined_matrix,0.6068118845235413,50
4XPB-filtered_combined_matrix,0.9012349949937913,50
4XPF-filtered_combined_matrix,0.8557275050066102,50
4XPG-filtered_combined_matrix,0.7847009651697395,50
4XPH-filtered_combined_matrix,0.8102426268722294,50
4XPT-filtered_combined_matrix,0.905431817842571,50
4XT1-filtered_combined_matrix,0.8327058327721636,50
5AVQ-filtered_combined_matrix,0.9266056210344243,50
5AVR-filtered_combined_matrix,0.9145692975225553,50
5AVS-filtered_combined_matrix,0.9046079764914501,50
5AVT-filtered_combined_matrix,0.9043182707323014,50
5AVU-filtered_combined_matrix,0.9266772886904795,50
5AVV-filtered_combined_matrix,0.9038454310059256,50
5AVW-filtered_combined_matrix,0.9264166590953237,50
5AVX-filtered_combined_matrix,0.9143829448756107,50
5AVY-filtered_combined_matrix,0.895659283506195,50
5AVZ-filtered_combined_matrix,0.9048072749760877,50
5AW0-filtered_combined_matrix,0.926877859148767,50
5AW1-filtered_combined_matrix,0.9273766732320136,50
5AW2-filtered_combined_matrix,0.9262433456138277,50
5AW3-filtered_combined_matrix,0.9048572205247859,50
5AW4-filtered_combined_matrix,0.9268638693274853,50
5AW5-filtered_combined_matrix,0.926896089291418,50
5AW6-filtered_combined_matrix,0.9270394268719042,50
5AW7-filtered_combined_matrix,0.9272095422881198,50
5AW8-filtered_combined_matrix,0.9267371221662718,50
5AW9-filtered_combined_matrix,0.8827903773855305,50
5C1M-filtered_combined_matrix,0.7716861403980781,50
5D5A-filtered_combined_matrix,0.7731200115742244,50
5D6L-filtered_combined_matrix,0.8135065944490587,50
5I6X-filtered_combined_matrix,0.8606392564759617,50
5I71-filtered_combined_matrix,0.8997662484219154,50
5I73-filtered_combined_matrix,0.8550065779136921,50
5I74-filtered_combined_matrix,0.8549001159101993,50
5I75-filtered_combined_matrix,0.8814994826912941,50
5IU4-filtered_combined_matrix,0.5849310068187052,50
5IU7-filtered_combined_matrix,0.6066493730521747,50
5IU8-filtered_combined_matrix,0.6462974130261036,50
5IUA-filtered_combined_matrix,0.6513542271502719,50
5IUB-filtered_combined_matrix,0.6112624896355696,50
5JQH-filtered_combined_matrix,0.7972440139652818,50
5JTB-filtered_combined_matrix,0.6454402817721578,50
5K2A-filtered_combined_matrix,0.7063017802005094,50
5K2B-filtered_combined_matrix,0.8239744036744322,50
5K2C-filtered_combined_matrix,0.8172568422960139,50
5K2D-filtered_combined_matrix,0.8382154007859296,50
5L7D-filtered_combined_matrix,0.19518556781198015,50
5LWE-filtered_combined_matrix,0.8268593618282085,50
5MZJ-filtered_combined_matrix,0.6197191901381929,50
5MZP-filtered_combined_matrix,0.6615398667153298,50
5N2R-filtered_combined_matrix,0.5692434486412892,50
5NLX-filtered_combined_matrix,0.8143258619280647,50
5NM2-filtered_combined_matrix,0.23743012747549058,50
5NM4-filtered_combined_matrix,0.18232296669639197,50
5OLG-filtered_combined_matrix,0.6814977934464029,50
5OLH-filtered_combined_matrix,0.7430506400878498,50
5OLO-filtered_combined_matrix,0.567116868465478,50
5OLV-filtered_combined_matrix,0.693732374387714,50
5OLZ-filtered_combined_matrix,0.6499531044244892,50
5OM1-filtered_combined_matrix,0.6594362458395117,50
5OM4-filtered_combined_matrix,0.686587976622107,50
5TCX-filtered_combined_matrix,0.8582231304658177,50
5TVN-filtered_combined_matrix,0.9240578542959148,50
5UPH-filtered_combined_matrix,0.02359698956748294,50
5UVI-filtered_combined_matrix,0.8170339403834378,50
5VRA-filtered_combined_matrix,0.6992667408508053,50
5WVR-filtered_combined_matrix,0.21833441259679987,50
5X7D-filtered_combined_matrix,0.7366602870474674,50
5X93-filtered_combined_matrix,0.9342742794884937,50
5XR8-filtered_combined_matrix,0.6830247419204565,50
5XRA-filtered_combined_matrix,0.8340954777691796,50
5ZM5-filtered_combined_matrix,0.25974848832459446,50
5ZM7-filtered_combined_matrix,0.44383894323307566,50
6A15-filtered_combined_matrix,0.15038102049448057,50
6A93-filtered_combined_matrix,0.9115849430492363,50
6A94-filtered_combined_matrix,0.9442715268113147,50
6AQF-filtered_combined_matrix,0.5624338974938456,50
6B73-filtered_combined_matrix,0.8419830447614682,50
6BHU-filtered_combined_matrix,0.6103352533587614,50
6CO7-filtered_combined_matrix,0.6788282036483425,50
6DRX-filtered_combined_matrix,0.8937306241655864,50
6DRY-filtered_combined_matrix,0.8906543285440457,50
6DRZ-filtered_combined_matrix,0.951960044790246,50
6DS0-filtered_combined_matrix,0.9134156550206504,50
6GT3-filtered_combined_matrix,0.596329125425893,50
6GYH-filtered_combined_matrix,0.8279186005566374,50
6IBB-filtered_combined_matrix,0.9511927626318836,50
6IDF-filtered_combined_matrix,0.8828241577822218,50
6IIU-filtered_combined_matrix,0.8869189941105164,50
6IIV-filtered_combined_matrix,0.9558517959568279,50
6IYC-filtered_combined_matrix,0.9251518904352211,50
6JMQ-filtered_combined_matrix,0.8898371321160812,50
6JXH-filtered_combined_matrix,0.9213788367139407,50
