filename,average_score,score_std,number_atoms,min_max_label,percentile_label,threshold_label,percentile_label_10_90,percentile_label_20_80,percentile_label_30_70,percentile_label_40_60,cut_P10,cut_P20,cut_P30,cut_P40,cut_P50,cut_P60,cut_P70,cut_P80,cut_P90
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/1LRI-filtered_graphs.npy,0.7608596289157867,0.1999585115234577,71,PseudoPositive,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,PseudoNegative,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/2RH1-filtered_graphs.npy,0.9219052183628084,0.0652139675021064,53,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/3NY9-filtered_graphs.npy,0.9702953147888184,0.0286725267729478,52,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/3NYA-filtered_graphs.npy,0.9716887724399568,0.0247592322897949,49,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4BOE-filtered_graphs.npy,0.7969879052042961,0.2014914560586787,124,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,PseudoPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4OR2-filtered_graphs.npy,0.9546224290132522,0.0932017193258017,40,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XNU-filtered_graphs.npy,0.9611182451248168,0.0245516505609185,41,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XNV-filtered_graphs.npy,0.9872645950317382,0.0185207371025815,39,StrongPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XPF-filtered_graphs.npy,0.9271898293495178,0.1091807218901025,44,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XPH-filtered_graphs.npy,0.8317198273539543,0.1841203445813093,43,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,PseudoPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/4XPT-filtered_graphs.npy,0.960212506055832,0.0488824935115149,35,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AVS-filtered_graphs.npy,0.9779872334003448,0.043879365145801,44,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AVT-filtered_graphs.npy,0.9779701912403108,0.0439291178823843,44,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AVU-filtered_graphs.npy,0.983368307352066,0.0233813855765626,42,StrongPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AVZ-filtered_graphs.npy,0.977970870733261,0.0438974167510634,44,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AW4-filtered_graphs.npy,0.9783127915859222,0.0342570152144807,41,StrongPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AW6-filtered_graphs.npy,0.978295875787735,0.0343421978805444,41,StrongPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5AW7-filtered_graphs.npy,0.9783832585811616,0.0341762826643888,41,StrongPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5IU7-filtered_graphs.npy,0.8882434415817261,0.1371438488911933,47,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5K2C-filtered_graphs.npy,0.9565190970897676,0.0333919255893774,39,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5NLX-filtered_graphs.npy,0.6260860858857632,0.2645775980575479,37,PseudoNegative,StrongNegative,Positive,PseudoNegative,StrongNegative,StrongNegative,StrongNegative,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5NM2-filtered_graphs.npy,0.5941061928868294,0.2382663684377228,57,PseudoNegative,StrongNegative,Positive,PseudoNegative,StrongNegative,StrongNegative,StrongNegative,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5OLV-filtered_graphs.npy,0.9172028005123138,0.0628052950452673,43,PseudoPositive,StrongPositive,Positive,PseudoPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5OM4-filtered_graphs.npy,0.9716550743579864,0.0204642011387417,43,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5UVI-filtered_graphs.npy,0.9575395739078522,0.0358568908041819,38,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/5WVR-filtered_graphs.npy,0.7224633529037238,0.2493333600808321,81,PseudoNegative,PseudoNegative,Positive,PseudoNegative,PseudoNegative,PseudoNegative,StrongNegative,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6DS0-filtered_graphs.npy,0.8688632473349571,0.1789258262485426,40,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6GT3-filtered_graphs.npy,0.9266460824012756,0.0509377639904817,47,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6GYH-filtered_graphs.npy,0.4055092865973711,0.2731626145881944,30,PseudoNegative,StrongNegative,Negative,StrongNegative,StrongNegative,StrongNegative,StrongNegative,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6IBB-filtered_graphs.npy,0.8692042738199234,0.1358490066872557,35,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6IIV-filtered_graphs.npy,0.955031486749649,0.0547860343989824,31,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6LFO-filtered_graphs.npy,0.8355812086164951,0.2575034875688413,31,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,PseudoPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6LPL-filtered_graphs.npy,0.9353448033332824,0.0515883927570747,41,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6LQG-filtered_graphs.npy,0.8820045390725135,0.159509047602639,26,PseudoPositive,StrongPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6M2R-filtered_graphs.npy,0.9530936241149902,0.0247566205776709,36,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6M3Z-filtered_graphs.npy,0.9543773996829986,0.0469042745676153,39,PseudoPositive,StrongPositive,Positive,StrongPositive,StrongPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/Positive/6NF4-filtered_graphs.npy,0.8605814756453037,0.1985783346471607,50,PseudoPositive,PseudoPositive,Positive,PseudoPositive,PseudoPositive,StrongPositive,StrongPositive,0.46446470054239036,0.6423383477404714,0.7107431111782789,0.757714443206787,0.7946453061699867,0.831857496201992,0.8556382047459482,0.8903389914035796,0.9214819729328155
