filename,average_score,score_std,number_atoms
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/1N83-filtered_combined_matrix.npy,0.5188616560399533,0.2569813863071814,75
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/1ZHY-filtered_combined_matrix.npy,0.6796815320849419,0.3549426391952561,77
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/3AM6-filtered_combined_matrix.npy,0.8519839799404144,0.20888194344399855,40
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/4NTJ-filtered_combined_matrix.npy,0.949128668308258,0.1083366220521675,32
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/4XP4-filtered_combined_matrix.npy,0.7224766564369202,0.25448140432406324,39
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/4XPB-filtered_combined_matrix.npy,0.7833832266926766,0.22778179720102043,42
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/4XPF-filtered_combined_matrix.npy,0.8259787541627884,0.2628108544552927,44
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/4XPG-filtered_combined_matrix.npy,0.9026644986867904,0.18684002402466857,47
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/5AVU-filtered_combined_matrix.npy,0.8393962073326111,0.1452654677814343,42
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/5AVX-filtered_combined_matrix.npy,0.9346496689319611,0.09649165567375276,44
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/5AW0-filtered_combined_matrix.npy,0.8396834194660187,0.14506782741299062,42
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/5AW1-filtered_combined_matrix.npy,0.8406132256984711,0.1443825245081604,42
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A_exp4/Spies/5AW4-filtered_combined_matrix.npy,0.7969889026880265,0.17360122634155445,41
