filename,average_score
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7D8X-filtered_combined_matrix.npy,0.7083262351155281
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7XW5-filtered_combined_matrix.npy,0.7311376562714577
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8WR3-filtered_combined_matrix.npy,0.6834794299304485
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8GN7-filtered_combined_matrix.npy,0.8933142995834351
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7WU5-filtered_combined_matrix.npy,0.7179964289069176
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7DTY-filtered_combined_matrix.npy,0.8611790984869003
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7NA7-filtered_combined_matrix.npy,0.819675422012806
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8U4O-filtered_combined_matrix.npy,0.8248648837208747
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/9IJA-filtered_combined_matrix.npy,0.33982407703995704
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/1ZHY-filtered_combined_matrix.npy,0.4388223122060299
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7M5Y-filtered_combined_matrix.npy,0.765233996361494
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8RW7-filtered_combined_matrix.npy,0.8173711782693863
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8SZB-filtered_combined_matrix.npy,0.7712752702832222
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8U4R-filtered_combined_matrix.npy,0.6704499848932027
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/9DVK-filtered_combined_matrix.npy,0.2736505717039108
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8UH3-filtered_combined_matrix.npy,0.7345948192477226
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7OJ8-filtered_combined_matrix.npy,0.7824536824226379
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7OCE-filtered_combined_matrix.npy,0.5741081488132477
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/8SI6-filtered_combined_matrix.npy,0.7045390701293945
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/5VRA-filtered_combined_matrix.npy,0.8255087047815323
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/7EKT-filtered_combined_matrix.npy,0.8432491135597229
../../../Data/SplitData/Cholesterol/cholesterol-graph-5A/Spies/4PXZ-filtered_combined_matrix.npy,0.6497334298491478
