protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
4HQJ-fi,0.9986553907394408,29,PseudoPositive,PseudoPositive,Positive
4RET-fi,0.5426818928122521,55,PseudoNegative,StrongNegative,Positive
5OQT-fi,0.7107624191045762,51,PseudoNegative,StrongNegative,Positive
5SY1-fi,0.9991268754005432,34,PseudoPositive,StrongPositive,Positive
5WB2-fi,0.9982277917861938,38,PseudoPositive,PseudoPositive,Positive
6AWN-fi,0.9987081682682036,22,PseudoPositive,PseudoPositive,Positive
6AWO-fi,0.9990095400810242,21,PseudoPositive,StrongPositive,Positive
6AWQ-fi,0.998984068632126,21,PseudoPositive,StrongPositive,Positive
6JXK-fi,0.9975757956504822,45,PseudoPositive,PseudoNegative,Positive
6L47-fi,0.0511570307984948,95,PseudoNegative,StrongNegative,Negative
6NBH-fi,0.9989444756507874,23,PseudoPositive,StrongPositive,Positive
6QEX-fi,0.9991706490516664,25,PseudoPositive,StrongPositive,Positive
6V35-fi,0.9979161930084228,36,PseudoPositive,PseudoPositive,Positive
6VUM-fi,0.9992281317710876,19,PseudoPositive,StrongPositive,Positive
6W5V-fi,0.995578429698944,65,PseudoPositive,PseudoNegative,Positive
7A65-fi,0.999011776447296,30,PseudoPositive,StrongPositive,Positive
7A6C-fi,0.999362256526947,22,PseudoPositive,StrongPositive,Positive
7A6E-fi,0.9991307973861694,30,PseudoPositive,StrongPositive,Positive
7A6F-fi,0.9992278361320496,24,PseudoPositive,StrongPositive,Positive
7CA3-fi,0.9986888086795808,20,PseudoPositive,PseudoPositive,Positive
7CUM-fi,0.988409333229065,30,PseudoPositive,PseudoNegative,Positive
7D92-fi,0.9978057229518892,36,PseudoPositive,PseudoPositive,Positive
7D93-fi,0.9346618616580964,58,PseudoPositive,StrongNegative,Positive
7D94-fi,0.6148093870282173,55,PseudoNegative,StrongNegative,Positive
7DDF-fi,0.9262176132202148,59,PseudoPositive,StrongNegative,Positive
7DDI-fi,0.7778000324964524,56,PseudoNegative,StrongNegative,Positive
7DDK-fi,0.6844776135683059,58,PseudoNegative,StrongNegative,Positive
7KY5-fi,0.9993351650238036,5,PseudoPositive,StrongPositive,Positive
7KY8-fi,0.98085214138031,52,PseudoPositive,StrongNegative,Positive
7KYA-fi,0.9993519508838652,18,PseudoPositive,StrongPositive,Positive
7N4V-fi,0.9992852890491486,29,PseudoPositive,StrongPositive,Positive
7NIW-fi,0.999238739013672,31,PseudoPositive,StrongPositive,Positive
7QTV-fi,0.7328919523954391,56,PseudoNegative,StrongNegative,Positive
7RM5-fi,0.9949260354042052,41,PseudoPositive,PseudoNegative,Positive
7RR9-fi,0.9976551914215088,34,PseudoPositive,PseudoNegative,Positive
7SK3-fi,0.7978651583194732,54,PseudoNegative,StrongNegative,Positive
7WYS-fi,0.593021849989891,57,PseudoNegative,StrongNegative,Positive
7WYY-fi,0.9987361550331116,45,PseudoPositive,PseudoPositive,Positive
7Y46-fi,0.978434408903122,50,PseudoPositive,StrongNegative,Positive
8DPG-fi,1.405531545259464e-05,90,PseudoNegative,StrongNegative,Negative
8JD1-fi,0.999326241016388,34,PseudoPositive,StrongPositive,Positive
8JD5-fi,0.9992715787887572,46,PseudoPositive,StrongPositive,Positive
8KDF-fi,0.998559157848358,40,PseudoPositive,PseudoPositive,Positive
8KDH-fi,0.9842422020435332,55,PseudoPositive,PseudoNegative,Positive
8SRH-fi,0.7881531894207001,77,PseudoNegative,StrongNegative,Positive
8SRK-fi,0.9951870763301848,60,PseudoPositive,PseudoNegative,Positive
8SZG-fi,0.9990904271602632,24,PseudoPositive,StrongPositive,Positive
8SZI-fi,0.9991180324554444,24,PseudoPositive,StrongPositive,Positive
8V81-fi,0.9977708113193512,25,PseudoPositive,PseudoPositive,Positive
9AXF-fi,0.998856246471405,22,PseudoPositive,PseudoPositive,Positive
9B36-fi,0.9990399587154388,33,PseudoPositive,StrongPositive,Positive
9B37-fi,0.994799726009369,35,PseudoPositive,PseudoNegative,Positive
9C3E-fi,0.9977449464797974,55,PseudoPositive,PseudoPositive,Positive
9DMG-fi,0.3622707279026508,52,PseudoNegative,StrongNegative,Negative
9DMT-fi,0.2212714997678995,54,PseudoNegative,StrongNegative,Negative
9DXS-fi,0.9974737119674684,36,PseudoPositive,PseudoNegative,Positive
9II3-fi,0.999398741722107,26,PseudoPositive,StrongPositive,Positive
