source,canonical_id,original_id,percentile_label,average_score,score_std,number_atoms
gnn_exp5,box1038,sdf_2-piezo-graph-5A/unlabeled/box1038-filtered_combined_matrix.npy,PseudoPositive,0.790808100104332,0.1321258490298921,39
gnn_exp2,box1040,sdf_2-piezo-graph-5A/unlabeled/box1040-filtered_combined_matrix.npy,PseudoPositive,0.8369477593898773,0.1145273136690251,57
gnn_exp3,box1307,sdf_2-piezo-graph-5A/unlabeled/box1307-filtered_combined_matrix.npy,PseudoPositive,0.8355274212360382,0.1113103144255654,32
gnn_exp1,box1308,sdf_2-piezo-graph-5A/unlabeled/box1308-filtered_combined_matrix.npy,PseudoPositive,0.7998758316040039,0.1167844670815623,43
gnn_exp2,box1308,sdf_2-piezo-graph-5A/unlabeled/box1308-filtered_combined_matrix.npy,PseudoPositive,0.8125211054086685,0.1413645420751738,43
gnn_exp3,box1308,sdf_2-piezo-graph-5A/unlabeled/box1308-filtered_combined_matrix.npy,PseudoPositive,0.8357611125707627,0.1230423537614262,43
gnn_exp4,box1308,sdf_2-piezo-graph-5A/unlabeled/box1308-filtered_combined_matrix.npy,PseudoPositive,0.7873760014772415,0.1350715829343298,43
gnn_exp2,box1337,sdf_2-piezo-graph-5A/unlabeled/box1337-filtered_combined_matrix.npy,PseudoPositive,0.8276869398355484,0.1237915544362334,40
gnn_exp3,box1372,sdf_2-piezo-graph-5A/unlabeled/box1372-filtered_combined_matrix.npy,PseudoPositive,0.8226925230026245,0.135056629535577,56
gnn_exp5,box1373,sdf_2-piezo-graph-5A/unlabeled/box1373-filtered_combined_matrix.npy,PseudoPositive,0.7813726991415024,0.1613386288179648,51
gnn_exp1,box1388,sdf_2-piezo-graph-5A/unlabeled/box1388-filtered_combined_matrix.npy,PseudoPositive,0.8119264709949493,0.1388127538331562,52
gnn_exp2,box1388,sdf_2-piezo-graph-5A/unlabeled/box1388-filtered_combined_matrix.npy,PseudoPositive,0.830038822889328,0.1194959230256024,52
gnn_exp5,box1388,sdf_2-piezo-graph-5A/unlabeled/box1388-filtered_combined_matrix.npy,PseudoPositive,0.803917927145958,0.1455378304264293,52
gnn_exp2,box1400,sdf_2-piezo-graph-5A/unlabeled/box1400-filtered_combined_matrix.npy,PseudoPositive,0.8006940793991089,0.1081662397769997,47
gnn_exp3,box1400,sdf_2-piezo-graph-5A/unlabeled/box1400-filtered_combined_matrix.npy,PseudoPositive,0.8042161697149277,0.1463557052016381,47
gnn_exp4,box1402,sdf_2-piezo-graph-5A/unlabeled/box1402-filtered_combined_matrix.npy,PseudoPositive,0.7633269765973091,0.1651692977045433,60
gnn_exp2,box1668,sdf_2-piezo-graph-5A/unlabeled/box1668-filtered_combined_matrix.npy,PseudoPositive,0.8457643067836762,0.0937089064938137,52
gnn_exp5,box1682,sdf_2-piezo-graph-5A/unlabeled/box1682-filtered_combined_matrix.npy,PseudoPositive,0.8101669183373451,0.1673724915912256,60
gnn_exp4,box1703,sdf_2-piezo-graph-5A/unlabeled/box1703-filtered_combined_matrix.npy,PseudoPositive,0.8214849388599396,0.1034998820966038,51
gnn_exp1,box1714,sdf_2-piezo-graph-5A/unlabeled/box1714-filtered_combined_matrix.npy,PseudoPositive,0.8161999928951263,0.1102438263357367,41
gnn_exp2,box1714,sdf_2-piezo-graph-5A/unlabeled/box1714-filtered_combined_matrix.npy,PseudoPositive,0.8353624111413955,0.0967407179721628,41
gnn_exp2,box1728,sdf_2-piezo-graph-5A/unlabeled/box1728-filtered_combined_matrix.npy,PseudoPositive,0.8398914128541947,0.1228705552630351,54
gnn_exp1,box1731,sdf_2-piezo-graph-5A/unlabeled/box1731-filtered_combined_matrix.npy,PseudoPositive,0.7837742793560029,0.1158420640786351,42
gnn_exp5,box1761,sdf_2-piezo-graph-5A/unlabeled/box1761-filtered_combined_matrix.npy,PseudoPositive,0.8093494081497192,0.1632755914242743,39
gnn_exp3,box2004,sdf_2-piezo-graph-5A/unlabeled/box2004-filtered_combined_matrix.npy,PseudoPositive,0.8365512293577194,0.1140453855169101,55
gnn_exp1,box2016,sdf_2-piezo-graph-5A/unlabeled/box2016-filtered_combined_matrix.npy,PseudoPositive,0.8053613567352295,0.16260892858685,49
gnn_exp2,box2016,sdf_2-piezo-graph-5A/unlabeled/box2016-filtered_combined_matrix.npy,PseudoPositive,0.8186378771066666,0.1186031742686577,49
gnn_exp2,box2042,sdf_2-piezo-graph-5A/unlabeled/box2042-filtered_combined_matrix.npy,PseudoPositive,0.8463304954767227,0.1432747654519891,59
gnn_exp2,box2057,sdf_2-piezo-graph-5A/unlabeled/box2057-filtered_combined_matrix.npy,PseudoPositive,0.8469585013389588,0.1426305854557613,57
gnn_exp4,box2057,sdf_2-piezo-graph-5A/unlabeled/box2057-filtered_combined_matrix.npy,PseudoPositive,0.8076592144370079,0.1862538069566359,57
gnn_exp3,box2062,sdf_2-piezo-graph-5A/unlabeled/box2062-filtered_combined_matrix.npy,PseudoPositive,0.8399354374408722,0.1492144856979508,36
gnn_exp1,box2090,sdf_2-piezo-graph-5A/unlabeled/box2090-filtered_combined_matrix.npy,PseudoPositive,0.7967226684093476,0.1138084224316558,43
gnn_exp2,box2090,sdf_2-piezo-graph-5A/unlabeled/box2090-filtered_combined_matrix.npy,PseudoPositive,0.8068964385986328,0.1258312932844681,43
gnn_exp5,box2090,sdf_2-piezo-graph-5A/unlabeled/box2090-filtered_combined_matrix.npy,PseudoPositive,0.7961824536323547,0.1183288249359729,43
gnn_exp1,box2119,sdf_2-piezo-graph-5A/unlabeled/box2119-filtered_combined_matrix.npy,PseudoPositive,0.8190944218635559,0.110005825618415,49
gnn_exp1,box2120,sdf_2-piezo-graph-5A/unlabeled/box2120-filtered_combined_matrix.npy,PseudoPositive,0.7788474571704864,0.1545540460823899,45
gnn_exp4,box2330,sdf_2-piezo-graph-5A/unlabeled/box2330-filtered_combined_matrix.npy,PseudoPositive,0.8199605098366738,0.1494179877728713,46
gnn_exp5,box2330,sdf_2-piezo-graph-5A/unlabeled/box2330-filtered_combined_matrix.npy,PseudoPositive,0.8015799903869629,0.1557550511558071,46
