sample_name,ensemble_prob_mean,num_models_used
1N83-filtered_combined_matrix,0.26660339279206735,50
3D4S-filtered_combined_matrix,0.8096181490968286,50
3WGV-filtered_combined_matrix,0.8362302238402397,50
4M48-filtered_combined_matrix,0.8853630629163816,50
4RES-filtered_combined_matrix,0.5291592063685066,50
4XNV-filtered_combined_matrix,0.9285937789612227,50
4XNX-filtered_combined_matrix,0.8239378908715982,50
4XP4-filtered_combined_matrix,0.8741006678451347,50
4XPF-filtered_combined_matrix,0.8603614913352435,50
4XPH-filtered_combined_matrix,0.8342522006460246,50
4XPT-filtered_combined_matrix,0.8663458603426147,50
5AVX-filtered_combined_matrix,0.9276564860316829,50
5AW3-filtered_combined_matrix,0.9159983571874938,50
5AW5-filtered_combined_matrix,0.9288508831681241,50
5AW8-filtered_combined_matrix,0.9286961075757187,50
5D6L-filtered_combined_matrix,0.8511047671771647,50
5MZP-filtered_combined_matrix,0.6750575622847116,50
5OLV-filtered_combined_matrix,0.6955269723597045,50
5UVI-filtered_combined_matrix,0.8114661966557728,50
5X7D-filtered_combined_matrix,0.7649790896794378,50
5XR8-filtered_combined_matrix,0.7202741103834157,50
6A15-filtered_combined_matrix,0.10318386573822867,50
6AQF-filtered_combined_matrix,0.580878572785735,50
6IYC-filtered_combined_matrix,0.8702265837141657,50
6LFO-filtered_combined_matrix,0.8768592768011302,50
6LPJ-filtered_combined_matrix,0.8067367919198983,50
6LPK-filtered_combined_matrix,0.830950232249533,50
6LQG-filtered_combined_matrix,0.7673139739962678,50
6MSM-filtered_combined_matrix,0.8646464479483074,50
6NBF-filtered_combined_matrix,0.9333236559453172,50
6NF4-filtered_combined_matrix,0.842423965374286,50
6PS4-filtered_combined_matrix,0.8257872948331648,50
6PT0-filtered_combined_matrix,0.9186442492614659,50
6RZ6-filtered_combined_matrix,0.9344258721628667,50
6RZ9-filtered_combined_matrix,0.9350631967759838,50
6S0L-filtered_combined_matrix,0.8352551388533095,50
6S0Q-filtered_combined_matrix,0.814144900114262,50
6T9N-filtered_combined_matrix,0.9453012753184776,50
6UCB-filtered_combined_matrix,0.3364936686464554,50
6WBF-filtered_combined_matrix,0.8796618986299913,50
6WBG-filtered_combined_matrix,0.8796411935349967,50
6WBM-filtered_combined_matrix,0.8514945743166391,50
7CU3-filtered_combined_matrix,0.9373258770614442,50
7D91-filtered_combined_matrix,0.6471422544396089,50
7DF8-filtered_combined_matrix,0.8744640890254097,50
7DRT-filtered_combined_matrix,0.8258389994719172,50
7ET1-filtered_combined_matrix,0.8927382698318742,50
7F16-filtered_combined_matrix,0.9302962523049417,50
7F6G-filtered_combined_matrix,0.9076400916266318,50
7F9Y-filtered_combined_matrix,0.9525221620839417,50
7FJD-filtered_combined_matrix,0.745002212044478,50
7JVQ-filtered_combined_matrix,0.8943880910101977,50
7KY7-filtered_combined_matrix,0.7863805227034741,50
7LFT-filtered_combined_matrix,0.4045656350595728,50
7LGW-filtered_combined_matrix,0.8987420231408009,50
7LH2-filtered_combined_matrix,0.9022009085258594,50
7M95-filtered_combined_matrix,0.9599900289650608,50
7MIY-filtered_combined_matrix,0.8636466788597648,50
7NEQ-filtered_combined_matrix,0.9157262879440086,50
7NF6-filtered_combined_matrix,0.9399294874679178,50
7OCE-filtered_combined_matrix,0.865566772892842,50
7P02-filtered_combined_matrix,0.7376402852994484,50
7Q1U-filtered_combined_matrix,0.06810271475682832,50
7R8B-filtered_combined_matrix,0.9694613027296833,50
7SMM-filtered_combined_matrix,0.8691043523880834,50
7SMT-filtered_combined_matrix,0.9183428125999019,50
7UHG-filtered_combined_matrix,0.8736296785623797,50
7URC-filtered_combined_matrix,0.8085053127189421,50
7V0S-filtered_combined_matrix,0.7491100504749343,50
7VDM-filtered_combined_matrix,0.9265781274043701,50
7VL9-filtered_combined_matrix,0.9145564360210416,50
7VUY-filtered_combined_matrix,0.8845937236544301,50
7W9W-filtered_combined_matrix,0.8318207266980686,50
7WC5-filtered_combined_matrix,0.8293736338120614,50
