protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
1ZHY-f3,6.708100200579991e-06,111,StrongNegative,StrongNegative,Negative
2RH1-f2,0.9989188339710235,34,PseudoPositive,PseudoPositive,Positive
2RH1-f3,0.9993860471248628,21,PseudoPositive,StrongPositive,Positive
2ZXE-f1,0.2175848006103187,72,PseudoNegative,StrongNegative,Negative
3A3Y-f1,0.9852700219154358,55,PseudoPositive,PseudoNegative,Positive
3GKI-f5,0.022059144488535777,67,PseudoNegative,StrongNegative,Negative
3NY8-f1,0.00168396870397916,70,PseudoNegative,StrongNegative,Negative
3NY9-f2,0.00380341543118988,66,PseudoNegative,StrongNegative,Negative
3NYA-f5,0.00022962042458854,95,StrongNegative,StrongNegative,Negative
3WGU-f1,0.996426069021225,46,PseudoPositive,PseudoNegative,Positive
3WGU-f2,0.9914557895660401,44,PseudoPositive,PseudoNegative,Positive
3WGU-f3,0.9991191885471343,46,PseudoPositive,PseudoPositive,Positive
3WGV-f1,0.793741396009922,54,PseudoNegative,StrongNegative,Positive
3WGV-f3,0.1413854507980868,72,PseudoNegative,StrongNegative,Negative
3WGV-f4,0.00022733089496588713,65,StrongNegative,StrongNegative,Negative
4BQU-f2,0.0045950409901779005,68,PseudoNegative,StrongNegative,Negative
4BQU-f4,0.033213108741212596,67,PseudoNegative,StrongNegative,Negative
4DKL-f3,0.00163322663202408,75,PseudoNegative,StrongNegative,Negative
4EIY-f4,2.676417580596535e-05,84,StrongNegative,StrongNegative,Negative
4HYT-f1,0.00141439426588744,67,PseudoNegative,StrongNegative,Negative
4HYT-f2,0.00247687963300262,74,PseudoNegative,StrongNegative,Negative
4HYT-f3,0.29083654766023387,73,PseudoNegative,StrongNegative,Negative
4M48-f4,0.998223968744278,27,PseudoPositive,PseudoNegative,Positive
4NTJ-f4,0.9893999316692351,27,PseudoPositive,PseudoNegative,Positive
4PXZ-f1,0.9994803698062895,22,PseudoPositive,StrongPositive,Positive
4PXZ-f5,0.8301340452134609,41,PseudoNegative,StrongNegative,Positive
4XNU-f1,0.47056400957703587,47,PseudoNegative,StrongNegative,Negative
4XNU-f5,0.00034006318878022,70,StrongNegative,StrongNegative,Negative
4XNV-f2,0.00330913053997202,55,PseudoNegative,StrongNegative,Negative
4XNX-f3,0.0004221621834086294,110,PseudoNegative,StrongNegative,Negative
4XP1-f1,0.11626917371805752,48,PseudoNegative,StrongNegative,Negative
4XP4-f1,0.45612744817603373,46,PseudoNegative,StrongNegative,Negative
