protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
4HQJ-fi,0.9989468371868132,29,PseudoPositive,PseudoPositive,Positive
4RET-fi,0.3765212136507034,55,PseudoNegative,StrongNegative,Negative
5OQT-fi,0.6085244974493981,51,PseudoNegative,StrongNegative,Positive
5SY1-fi,0.9994286143779756,34,PseudoPositive,StrongPositive,Positive
5WB2-fi,0.9988909459114076,38,PseudoPositive,PseudoPositive,Positive
6AWN-fi,0.999159370660782,22,PseudoPositive,PseudoPositive,Positive
6AWO-fi,0.9993515682220458,21,PseudoPositive,PseudoPositive,Positive
6AWQ-fi,0.9993126118183135,21,PseudoPositive,PseudoPositive,Positive
6JXK-fi,0.9980481255054474,45,PseudoPositive,PseudoNegative,Positive
6L47-fi,0.0327306475979276,95,PseudoNegative,StrongNegative,Negative
6NBH-fi,0.9992770564556122,23,PseudoPositive,PseudoPositive,Positive
6QEX-fi,0.9994810962677002,25,PseudoPositive,StrongPositive,Positive
6V35-fi,0.998753365278244,36,PseudoPositive,PseudoPositive,Positive
6VUM-fi,0.9995133566856385,19,PseudoPositive,StrongPositive,Positive
6W5V-fi,0.9974894022941588,65,PseudoPositive,PseudoNegative,Positive
7A65-fi,0.9993938755989076,30,PseudoPositive,StrongPositive,Positive
7A6C-fi,0.9996154284477234,22,PseudoPositive,StrongPositive,Positive
7A6E-fi,0.9994788157939912,30,PseudoPositive,StrongPositive,Positive
7A6F-fi,0.9995355415344238,24,PseudoPositive,StrongPositive,Positive
7CA3-fi,0.9991265952587128,20,PseudoPositive,PseudoPositive,Positive
7CUM-fi,0.9923360919952392,30,PseudoPositive,PseudoNegative,Positive
7D92-fi,0.9979143369197846,36,PseudoPositive,PseudoNegative,Positive
7D93-fi,0.847473703622818,58,PseudoNegative,StrongNegative,Positive
7D94-fi,0.4094516187906265,55,PseudoNegative,StrongNegative,Negative
7DDF-fi,0.8581006801128388,59,PseudoNegative,StrongNegative,Positive
7DDI-fi,0.6655022603273392,56,PseudoNegative,StrongNegative,Positive
7DDK-fi,0.4947721350193024,58,PseudoNegative,StrongNegative,Negative
7KY5-fi,0.9995832896232604,5,PseudoPositive,StrongPositive,Positive
7KY8-fi,0.9910345888137816,52,PseudoPositive,PseudoNegative,Positive
7KYA-fi,0.9996003031730653,18,PseudoPositive,StrongPositive,Positive
7N4V-fi,0.9995422208309174,29,PseudoPositive,StrongPositive,Positive
7NIW-fi,0.9995209693908692,31,PseudoPositive,StrongPositive,Positive
7QTV-fi,0.5284049607813358,56,PseudoNegative,StrongNegative,Positive
7RM5-fi,0.9967673873901368,41,PseudoPositive,PseudoNegative,Positive
7RR9-fi,0.9986011373996736,34,PseudoPositive,PseudoPositive,Positive
7SK3-fi,0.9024662899971008,54,PseudoNegative,StrongNegative,Positive
7WYS-fi,0.5052743259072304,57,PseudoNegative,StrongNegative,Positive
7WYY-fi,0.9991017401218414,45,PseudoPositive,PseudoPositive,Positive
7Y46-fi,0.979667534828186,50,PseudoPositive,StrongNegative,Positive
8DPG-fi,1.5199351228716295e-05,90,StrongNegative,StrongNegative,Negative
8JD1-fi,0.999603021144867,34,PseudoPositive,StrongPositive,Positive
8JD5-fi,0.999538025856018,46,PseudoPositive,StrongPositive,Positive
8KDF-fi,0.9990572810173036,40,PseudoPositive,PseudoPositive,Positive
8KDH-fi,0.9877500820159912,55,PseudoPositive,PseudoNegative,Positive
8SRH-fi,0.824676319360733,77,PseudoNegative,StrongNegative,Positive
8SRK-fi,0.9960569071769716,60,PseudoPositive,PseudoNegative,Positive
8SZG-fi,0.9994281554222106,24,PseudoPositive,StrongPositive,Positive
8SZI-fi,0.9994379115104676,24,PseudoPositive,StrongPositive,Positive
8V81-fi,0.9988399624824524,25,PseudoPositive,PseudoPositive,Positive
9AXF-fi,0.9992702651023864,22,PseudoPositive,PseudoPositive,Positive
9B36-fi,0.9993343627452852,33,PseudoPositive,PseudoPositive,Positive
9B37-fi,0.9959020161628724,35,PseudoPositive,PseudoNegative,Positive
9C3E-fi,0.9982698154449464,55,PseudoPositive,PseudoNegative,Positive
9DMG-fi,0.3774248126149178,52,PseudoNegative,StrongNegative,Negative
9DMT-fi,0.159019487760961,54,PseudoNegative,StrongNegative,Negative
9DXS-fi,0.997510826587677,36,PseudoPositive,PseudoNegative,Positive
9II3-fi,0.9996287107467652,26,PseudoPositive,StrongPositive,Positive
