protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
1LRI-fi,0.9963446152210235,71,PseudoPositive,PseudoNegative,Positive
3N9Y-fi,0.8949553308486939,71,PseudoPositive,StrongNegative,Positive
3NY8-fi,0.9973394401073457,53,PseudoPositive,PseudoNegative,Positive
3NY9-fi,0.9969924113750459,52,PseudoPositive,PseudoNegative,Positive
4M48-fi,0.9991773722171784,40,PseudoPositive,PseudoPositive,Positive
4PXZ-fi,0.7375990723371506,65,PseudoNegative,StrongNegative,Positive
4XP1-fi,0.9992807428836823,39,PseudoPositive,StrongPositive,Positive
4XPH-fi,0.9994502325057983,43,PseudoPositive,StrongPositive,Positive
4XPT-fi,0.9995113666057586,35,PseudoPositive,StrongPositive,Positive
5AVS-fi,0.9961726527214051,44,PseudoPositive,PseudoNegative,Positive
5AVT-fi,0.9979852635860442,44,PseudoPositive,PseudoPositive,Positive
5AVW-fi,0.9985806214809418,42,PseudoPositive,PseudoPositive,Positive
5AW9-fi,0.9976262359619141,43,PseudoPositive,PseudoNegative,Positive
5C1M-fi,0.9718923876285552,52,PseudoPositive,PseudoNegative,Positive
5I73-fi,0.9993776443004607,20,PseudoPositive,StrongPositive,Positive
5IU4-fi,0.8085102680325509,47,PseudoNegative,StrongNegative,Positive
5IU8-fi,0.9245376881361007,45,PseudoPositive,StrongNegative,Positive
5IUA-fi,0.9386967222690583,45,PseudoPositive,StrongNegative,Positive
5K2A-fi,0.9767307605743408,42,PseudoPositive,PseudoNegative,Positive
5K2D-fi,0.995874359369278,38,PseudoPositive,PseudoNegative,Positive
5NM4-fi,0.0168970474689722,73,PseudoNegative,StrongNegative,Negative
5OLO-fi,0.961641015291214,47,PseudoPositive,PseudoNegative,Positive
5TVN-fi,0.999050176858902,40,PseudoPositive,PseudoPositive,Positive
5X93-fi,0.9993025126457216,28,PseudoPositive,StrongPositive,Positive
5ZM5-fi,0.9412045533657073,74,PseudoPositive,StrongNegative,Positive
6A94-fi,0.99917884850502,34,PseudoPositive,PseudoPositive,Positive
6BHU-fi,0.9989672846794129,54,PseudoPositive,PseudoPositive,Positive
6KUW-fi,0.993368684053421,58,PseudoPositive,PseudoNegative,Positive
6LPK-fi,0.9946187539100647,38,PseudoPositive,PseudoNegative,Positive
6M3Z-fi,0.999276576280594,39,PseudoPositive,StrongPositive,Positive
6PS1-fi,0.9016582722663878,54,PseudoPositive,StrongNegative,Positive
6PS2-fi,0.9419142441749573,54,PseudoPositive,StrongNegative,Positive
6PS3-fi,0.9818741283416748,55,PseudoPositive,PseudoNegative,Positive
6PS6-fi,0.9532436354160309,51,PseudoPositive,StrongNegative,Positive
6PT0-fi,0.9993629434108733,34,PseudoPositive,StrongPositive,Positive
6RZ9-fi,0.9994628682136536,26,PseudoPositive,StrongPositive,Positive
6WBG-fi,0.9969135439395904,30,PseudoPositive,PseudoNegative,Positive
6WGT-fi,0.9991588814258575,40,PseudoPositive,PseudoPositive,Positive
6WIV-fi,0.9946180057525634,28,PseudoPositive,PseudoNegative,Positive
6WM2-fi,0.9995340044498443,26,PseudoPositive,StrongPositive,Positive
6WQA-fi,0.9925939381122589,47,PseudoPositive,PseudoNegative,Positive
6XBK-fi,0.9944525089263916,73,PseudoPositive,PseudoNegative,Positive
7CKY-fi,0.9965465402603149,35,PseudoPositive,PseudoNegative,Positive
7CKZ-fi,0.9993392927646637,35,PseudoPositive,StrongPositive,Positive
7CU3-fi,0.9946680145263672,34,PseudoPositive,PseudoNegative,Positive
7CZ5-fi,0.9991702296733855,36,PseudoPositive,PseudoPositive,Positive
7D8X-fi,0.9993559141159057,31,PseudoPositive,StrongPositive,Positive
7DF8-fi,0.9994571700096131,19,PseudoPositive,StrongPositive,Positive
7DRT-fi,0.9218171553611756,44,PseudoPositive,StrongNegative,Positive
7DTY-fi,0.9992752099037171,29,PseudoPositive,StrongPositive,Positive
7E14-fi,0.9994984812736512,27,PseudoPositive,StrongPositive,Positive
7E2Y-fi,0.9994748253822326,24,PseudoPositive,StrongPositive,Positive
7EJX-fi,0.9995133733749391,19,PseudoPositive,StrongPositive,Positive
7EUO-fi,0.9995457234382631,33,PseudoPositive,StrongPositive,Positive
7F61-fi,0.7760750660300254,59,PseudoNegative,StrongNegative,Positive
7FEE-fi,0.9993599157333375,33,PseudoPositive,StrongPositive,Positive
