protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
1ZHY-f2,0.00376124911063012,78,PseudoNegative,StrongNegative,Negative
1ZHY-f5,0.0002855315353301974,79,PseudoNegative,StrongNegative,Negative
2RH1-f2,0.9986098911762238,34,PseudoPositive,PseudoPositive,Positive
2RH1-f3,0.9992107617855073,21,PseudoPositive,StrongPositive,Positive
2ZXE-f1,0.29082287730055395,72,PseudoNegative,StrongNegative,Negative
3A3Y-f1,0.9839631648063658,55,PseudoPositive,PseudoNegative,Positive
3D4S-f1,0.005720036427290259,69,PseudoNegative,StrongNegative,Negative
3GKI-f1,8.119447539182247e-05,83,PseudoNegative,StrongNegative,Negative
3GKI-f3,0.15578843644494186,61,PseudoNegative,StrongNegative,Negative
3N9Y-f1,0.0003537144950059262,108,PseudoNegative,StrongNegative,Negative
3NY9-f2,0.00544522063989276,66,PseudoNegative,StrongNegative,Negative
3NY9-f3,0.00011291271268449947,98,PseudoNegative,StrongNegative,Negative
3NYA-f1,0.0045553445193436005,68,PseudoNegative,StrongNegative,Negative
3NYA-f3,0.01016320187138622,87,PseudoNegative,StrongNegative,Negative
3WGU-f1,0.9948105244636537,46,PseudoPositive,PseudoNegative,Positive
3WGU-f2,0.9874337804317473,44,PseudoPositive,PseudoNegative,Positive
3WGU-f3,0.9988711366653442,46,PseudoPositive,PseudoPositive,Positive
3WGU-f5,0.0010713613010620402,71,PseudoNegative,StrongNegative,Negative
3WGV-f1,0.8014484574198721,54,PseudoNegative,StrongNegative,Positive
3WGV-f4,0.00031238192290185214,65,PseudoNegative,StrongNegative,Negative
4BQU-f4,0.032120998998754605,67,PseudoNegative,StrongNegative,Negative
4DKL-f4,0.013310519950784461,108,PseudoNegative,StrongNegative,Negative
4IB4-f3,0.00035241442802175997,74,PseudoNegative,StrongNegative,Negative
4M48-f4,0.9974722235202789,27,PseudoPositive,PseudoNegative,Positive
4NTJ-f4,0.9806317226886749,27,PseudoPositive,StrongNegative,Positive
4OR2-f1,0.00081038574730876,81,PseudoNegative,StrongNegative,Negative
4PXZ-f1,0.9993104920387268,22,PseudoPositive,StrongPositive,Positive
4PXZ-f2,0.012072735705791239,77,PseudoNegative,StrongNegative,Negative
4PXZ-f4,0.00131731983946878,70,PseudoNegative,StrongNegative,Negative
4XNU-f1,0.5073823707997799,47,PseudoNegative,StrongNegative,Positive
4XNX-f1,0.00012048646436633881,110,PseudoNegative,StrongNegative,Negative
4XNX-f3,0.00039134118814738577,110,PseudoNegative,StrongNegative,Negative
4XP1-f1,0.11653063811594619,48,PseudoNegative,StrongNegative,Negative
4XP4-f1,0.4383957310160622,46,PseudoNegative,StrongNegative,Negative
4XP5-f1,0.07789355634704767,52,PseudoNegative,StrongNegative,Negative
4XP5-f3,0.00799004282275922,72,PseudoNegative,StrongNegative,Negative
4XP9-f1,0.4123293744027614,47,PseudoNegative,StrongNegative,Negative
4XP9-f3,0.00401598859656946,76,PseudoNegative,StrongNegative,Negative
4XPA-f1,0.8189194318652154,42,PseudoNegative,StrongNegative,Positive
4XPA-f3,0.00278121010516764,66,PseudoNegative,StrongNegative,Negative
4XPA-f5,0.015260164594626941,69,PseudoNegative,StrongNegative,Negative
4XPB-f1,0.6803941217809916,43,PseudoNegative,StrongNegative,Positive
4XPB-f2,0.0013339634198163799,77,PseudoNegative,StrongNegative,Negative
4XPF-f1,0.7971814655959606,34,PseudoNegative,StrongNegative,Positive
4XPF-f2,0.023455734024289958,70,PseudoNegative,StrongNegative,Negative
4XPG-f1,0.82674020165205,42,PseudoNegative,StrongNegative,Positive
4XPG-f2,0.06383844258682796,74,PseudoNegative,StrongNegative,Negative
4XPG-f3,0.00404330099751676,73,PseudoNegative,StrongNegative,Negative
4XPH-f1,0.3929124283753335,46,PseudoNegative,StrongNegative,Negative
4XT1-f3,0.00019107284295941167,86,PseudoNegative,StrongNegative,Negative
5AVQ-f1,0.15876595964876464,72,PseudoNegative,StrongNegative,Negative
5AVR-f2,0.20304075160715723,66,PseudoNegative,StrongNegative,Negative
5AVR-f3,0.20055645500775424,67,PseudoNegative,StrongNegative,Negative
5AVR-f5,0.959621732711792,56,PseudoPositive,StrongNegative,Positive
5AVS-f2,0.9969137053489685,43,PseudoPositive,PseudoNegative,Positive
5AVT-f2,0.6107178723365069,59,PseudoNegative,StrongNegative,Positive
5AVU-f1,0.9957047905921936,56,PseudoPositive,PseudoNegative,Positive
5AVU-f3,0.9954648857116698,42,PseudoPositive,PseudoNegative,Positive
5AVV-f1,0.993347958803177,59,PseudoPositive,PseudoNegative,Positive
5AVV-f4,0.9949949717521667,50,PseudoPositive,PseudoNegative,Positive
5AVV-f5,0.00087907379810026,83,PseudoNegative,StrongNegative,Negative
5AVW-f1,0.9398166089057922,54,PseudoPositive,StrongNegative,Positive
5AVX-f1,0.9176165450811385,62,PseudoNegative,StrongNegative,Positive
5AVY-f1,0.9908105885982513,61,PseudoPositive,PseudoNegative,Positive
5AVY-f2,0.9898294422626496,49,PseudoPositive,PseudoNegative,Positive
5AVY-f5,0.00018737817615665158,101,PseudoNegative,StrongNegative,Negative
5AVZ-f1,0.9918054475784303,50,PseudoPositive,PseudoNegative,Positive
5AVZ-f2,0.9942911548614501,51,PseudoPositive,PseudoNegative,Positive
5AW0-f1,0.20978431500296574,70,PseudoNegative,StrongNegative,Negative
5AW1-f1,0.9945962879657746,53,PseudoPositive,PseudoNegative,Positive
5AW2-f1,0.9904520418643952,59,PseudoPositive,PseudoNegative,Positive
5AW2-f2,0.990577850341797,50,PseudoPositive,PseudoNegative,Positive
5AW3-f1,0.9939138433933257,54,PseudoPositive,PseudoNegative,Positive
5AW4-f1,0.9887496814727783,50,PseudoPositive,PseudoNegative,Positive
5AW5-f1,0.1290373927154578,69,PseudoNegative,StrongNegative,Negative
5AW6-f2,0.1167170682533178,72,PseudoNegative,StrongNegative,Negative
5AW7-f1,0.9209654943943024,56,PseudoNegative,StrongNegative,Positive
5AW7-f2,0.9921651048660278,59,PseudoPositive,PseudoNegative,Positive
5AW8-f1,0.05413393424705278,72,PseudoNegative,StrongNegative,Negative
5AW9-f1,0.9652014980316161,55,PseudoPositive,StrongNegative,Positive
5AW9-f2,0.9929645886421203,54,PseudoPositive,PseudoNegative,Positive
5AW9-f4,0.9807368931770325,59,PseudoPositive,StrongNegative,Positive
5D5A-f3,0.9992133791446685,23,PseudoPositive,StrongPositive,Positive
5D5A-f5,0.010464473278876481,59,PseudoNegative,StrongNegative,Negative
5D6L-f1,0.0001153614919333228,86,PseudoNegative,StrongNegative,Negative
5D6L-f2,0.9991934669017791,18,PseudoPositive,StrongPositive,Positive
5D6L-f4,0.9874049372673035,35,PseudoPositive,PseudoNegative,Positive
5I6X-f1,0.007273309081036081,94,PseudoNegative,StrongNegative,Negative
