protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
3N9Y-fi,0.8642125407457352,71,PseudoNegative,StrongNegative,Positive
3WGV-fi,0.9500017948150635,52,PseudoPositive,StrongNegative,Positive
4BOE-fi,0.0002080587573056709,124,PseudoNegative,StrongNegative,Negative
4NTJ-fi,0.9988333988189698,32,PseudoPositive,PseudoPositive,Positive
4OR2-fi,0.9987213225364686,40,PseudoPositive,PseudoPositive,Positive
4XNX-fi,0.9986911141872407,45,PseudoPositive,PseudoPositive,Positive
4XP5-fi,0.9936258344650268,47,PseudoPositive,PseudoNegative,Positive
4XP9-fi,0.9988073725700378,38,PseudoPositive,PseudoPositive,Positive
4XPF-fi,0.9987764132022857,44,PseudoPositive,PseudoPositive,Positive
4XPH-fi,0.999131957769394,43,PseudoPositive,StrongPositive,Positive
5AVQ-fi,0.997070967912674,42,PseudoPositive,PseudoNegative,Positive
5AVR-fi,0.9981396646499634,43,PseudoPositive,PseudoPositive,Positive
5AVU-fi,0.997640704870224,42,PseudoPositive,PseudoNegative,Positive
5AVX-fi,0.9972529604434968,44,PseudoPositive,PseudoNegative,Positive
5AW2-fi,0.9984451251029969,42,PseudoPositive,PseudoPositive,Positive
5AW5-fi,0.9986005845069885,41,PseudoPositive,PseudoPositive,Positive
5I6X-fi,0.9989855258464813,20,PseudoPositive,StrongPositive,Positive
5I75-fi,0.9990836191177369,20,PseudoPositive,StrongPositive,Positive
5K2C-fi,0.9937317516803741,39,PseudoPositive,PseudoNegative,Positive
5L7D-fi,0.2770671489890665,84,PseudoNegative,StrongNegative,Negative
5N2R-fi,0.9108729412555695,47,PseudoNegative,StrongNegative,Positive
5TVN-fi,0.9985505561828614,40,PseudoPositive,PseudoPositive,Positive
5UVI-fi,0.9904013409614564,38,PseudoPositive,PseudoNegative,Positive
5WVR-fi,0.915176492333412,81,PseudoNegative,StrongNegative,Positive
6CO7-fi,0.9403306276798249,55,PseudoPositive,StrongNegative,Positive
6IIU-fi,0.9565717129707336,42,PseudoPositive,StrongNegative,Positive
6IIV-fi,0.9982980539798737,31,PseudoPositive,PseudoPositive,Positive
6LR4-fi,0.9991328868865967,28,PseudoPositive,StrongPositive,Positive
6M3Z-fi,0.9989542372226715,39,PseudoPositive,StrongPositive,Positive
6NBF-fi,0.9989744129180907,29,PseudoPositive,StrongPositive,Positive
