protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
1LRI-fi,0.9966731424331664,71,PseudoPositive,PseudoNegative,Positive
2RH1-fi,0.9937714395523072,53,PseudoPositive,PseudoNegative,Positive
3NY9-fi,0.9968882093429565,52,PseudoPositive,PseudoNegative,Positive
3NYA-fi,0.9952146708965302,49,PseudoPositive,PseudoNegative,Positive
4BOE-fi,0.00017970608921971486,124,StrongNegative,StrongNegative,Negative
4OR2-fi,0.9990618994235992,40,PseudoPositive,PseudoPositive,Positive
4XNU-fi,0.9988552265167236,41,PseudoPositive,PseudoPositive,Positive
4XNV-fi,0.9977846002578735,39,PseudoPositive,PseudoNegative,Positive
4XPF-fi,0.9989647183418274,44,PseudoPositive,PseudoPositive,Positive
4XPH-fi,0.9993031873703003,43,PseudoPositive,StrongPositive,Positive
4XPT-fi,0.9994649040699006,35,PseudoPositive,StrongPositive,Positive
5AVS-fi,0.997531841993332,44,PseudoPositive,PseudoNegative,Positive
5AVT-fi,0.9985770254135131,44,PseudoPositive,PseudoPositive,Positive
5AVU-fi,0.9983005907535553,42,PseudoPositive,PseudoNegative,Positive
5AVZ-fi,0.9985543091297149,44,PseudoPositive,PseudoPositive,Positive
5AW4-fi,0.9975884640216826,41,PseudoPositive,PseudoNegative,Positive
5AW6-fi,0.9985947291851044,41,PseudoPositive,PseudoPositive,Positive
5AW7-fi,0.9989104175567627,41,PseudoPositive,PseudoPositive,Positive
5IU7-fi,0.8859207293987275,47,PseudoNegative,StrongNegative,Positive
5K2C-fi,0.9953854932785035,39,PseudoPositive,PseudoNegative,Positive
5NLX-fi,0.9930931913852692,37,PseudoPositive,PseudoNegative,Positive
5NM2-fi,0.045025512591528205,57,PseudoNegative,StrongNegative,Negative
5OLV-fi,0.9308020405769348,43,PseudoPositive,StrongNegative,Positive
5OM4-fi,0.9805651783943177,43,PseudoPositive,PseudoNegative,Positive
5UVI-fi,0.9904029989242554,38,PseudoPositive,PseudoNegative,Positive
5WVR-fi,0.9411523773670197,81,PseudoPositive,StrongNegative,Positive
6DS0-fi,0.9986629271507264,40,PseudoPositive,PseudoPositive,Positive
6GT3-fi,0.821387666195631,47,PseudoNegative,StrongNegative,Positive
6GYH-fi,0.9992381222248078,30,PseudoPositive,PseudoPositive,Positive
6IBB-fi,0.999356650352478,35,PseudoPositive,StrongPositive,Positive
6IIV-fi,0.9988110711574555,31,PseudoPositive,PseudoPositive,Positive
6LFO-fi,0.999317245721817,31,PseudoPositive,StrongPositive,Positive
6LPL-fi,0.983926805973053,41,PseudoPositive,PseudoNegative,Positive
6LQG-fi,0.9994322185516358,26,PseudoPositive,StrongPositive,Positive
6M2R-fi,0.999074492931366,36,PseudoPositive,PseudoPositive,Positive
6M3Z-fi,0.999150531053543,39,PseudoPositive,PseudoPositive,Positive
6NF4-fi,0.9962323484420776,50,PseudoPositive,PseudoNegative,Positive
6O3C-fi,0.9962382817268371,65,PseudoPositive,PseudoNegative,Positive
6PB0-fi,0.9995237946510315,21,PseudoPositive,StrongPositive,Positive
6PS5-fi,0.9464010374546051,56,PseudoPositive,StrongNegative,Positive
6S0Q-fi,0.988689400434494,37,PseudoPositive,PseudoNegative,Positive
6T4G-fi,0.9828878984451294,78,PseudoPositive,PseudoNegative,Positive
6UY0-fi,0.9988504593372346,58,PseudoPositive,PseudoPositive,Positive
6WH4-fi,0.9992963879108429,23,PseudoPositive,StrongPositive,Positive
6WQA-fi,0.9920418975353241,47,PseudoPositive,PseudoNegative,Positive
7C9I-fi,0.9992490210533141,30,PseudoPositive,PseudoPositive,Positive
7CKY-fi,0.9983530123233795,35,PseudoPositive,PseudoNegative,Positive
7D77-fi,0.997678057193756,30,PseudoPositive,PseudoNegative,Positive
7DDL-fi,0.8304354954957962,56,PseudoNegative,StrongNegative,Positive
7DF8-fi,0.9994336943626404,19,PseudoPositive,StrongPositive,Positive
7DRT-fi,0.9471759033203124,44,PseudoPositive,StrongNegative,Positive
7ET1-fi,0.9970618708133697,41,PseudoPositive,PseudoNegative,Positive
7F16-fi,0.9994245235919952,23,PseudoPositive,StrongPositive,Positive
7F6H-fi,0.9993309581279755,33,PseudoPositive,StrongPositive,Positive
7F9Y-fi,0.9994119546413422,30,PseudoPositive,StrongPositive,Positive
7FEE-fi,0.999267281293869,33,PseudoPositive,StrongPositive,Positive
7FIY-fi,0.9991811041831969,23,PseudoPositive,PseudoPositive,Positive
7FJE-fi,0.9940925018787384,58,PseudoPositive,PseudoNegative,Positive
7JVQ-fi,0.9991065273284911,28,PseudoPositive,PseudoPositive,Positive
7LIA-fi,0.9989425144195556,40,PseudoPositive,PseudoPositive,Positive
7MFI-fi,0.38712830029986794,73,PseudoNegative,StrongNegative,Negative
7MIX-fi,0.9990656826496125,46,PseudoPositive,PseudoPositive,Positive
7NF6-fi,0.9992492449283599,28,PseudoPositive,PseudoPositive,Positive
7PX4-fi,0.9450937435626985,42,PseudoPositive,StrongNegative,Positive
7PXE-fi,0.9995160546302795,32,PseudoPositive,StrongPositive,Positive
7PXG-fi,0.9995059428215027,30,PseudoPositive,StrongPositive,Positive
7R8D-fi,0.9982972955703735,41,PseudoPositive,PseudoNegative,Positive
7SHE-fi,0.9993860907554627,25,PseudoPositive,StrongPositive,Positive
7SIL-fi,0.99874063372612,44,PseudoPositive,PseudoPositive,Positive
7SMM-fi,0.9994255599975587,41,PseudoPositive,StrongPositive,Positive
7SMR-fi,0.999458294391632,35,PseudoPositive,StrongPositive,Positive
7SMT-fi,0.9994247937202454,35,PseudoPositive,StrongPositive,Positive
7TAI-fi,0.9979548239707947,36,PseudoPositive,PseudoNegative,Positive
7TY7-fi,0.9970514273643494,40,PseudoPositive,PseudoNegative,Positive
7URA-fi,0.9989653797149659,30,PseudoPositive,PseudoPositive,Positive
7V0S-fi,0.9692179045677186,58,PseudoPositive,StrongNegative,Positive
7V3Z-fi,0.9595193996429444,53,PseudoPositive,StrongNegative,Positive
7VDM-fi,0.9992326662540435,36,PseudoPositive,PseudoPositive,Positive
7VGY-fi,0.9988556950092315,41,PseudoPositive,PseudoPositive,Positive
7VUZ-fi,0.9984690630435944,41,PseudoPositive,PseudoPositive,Positive
7VV3-fi,0.9985602941513061,39,PseudoPositive,PseudoPositive,Positive
7WC7-fi,0.9891330380439758,42,PseudoPositive,PseudoNegative,Positive
7WC8-fi,0.994686555147171,54,PseudoPositive,PseudoNegative,Positive
7WC9-fi,0.9992642333507538,30,PseudoPositive,PseudoPositive,Positive
7WEL-fi,0.9989382364749908,51,PseudoPositive,PseudoPositive,Positive
7WLW-fi,0.9991285767555237,37,PseudoPositive,PseudoPositive,Positive
7WYU-fi,0.9520047421455384,50,PseudoPositive,StrongNegative,Positive
7X2F-fi,0.9921448950767516,43,PseudoPositive,PseudoNegative,Positive
7XEM-fi,0.9993048989772797,46,PseudoPositive,StrongPositive,Positive
7XZH-fi,0.9992232313156126,24,PseudoPositive,PseudoPositive,Positive
7Y5T-fi,0.999319346666336,27,PseudoPositive,StrongPositive,Positive
7YFC-fi,0.9992804794311523,31,PseudoPositive,StrongPositive,Positive
7ZYI-fi,0.9817421779632568,50,PseudoPositive,PseudoNegative,Positive
8CS9-fi,0.5382259939312934,65,PseudoNegative,StrongNegative,Positive
8CT2-fi,0.9983906342983246,34,PseudoPositive,PseudoNegative,Positive
8DPF-fi,0.7501620777249336,69,PseudoNegative,StrongNegative,Positive
8DPI-fi,0.9869108111858367,50,PseudoPositive,PseudoNegative,Positive
8EF6-fi,0.9985280909538268,43,PseudoPositive,PseudoPositive,Positive
8EOG-fi,0.9992602441310883,27,PseudoPositive,PseudoPositive,Positive
8F7S-fi,0.9995029602050781,10,PseudoPositive,StrongPositive,Positive
8FHS-fi,0.9946304435729981,43,PseudoPositive,PseudoNegative,Positive
8GI9-fi,0.9929910163879395,43,PseudoPositive,PseudoNegative,Positive
8GNK-fi,0.9991607742309571,36,PseudoPositive,PseudoPositive,Positive
8HNM-fi,0.9992017297744751,35,PseudoPositive,PseudoPositive,Positive
8IJV-fi,0.7993625529408455,46,PseudoNegative,StrongNegative,Positive
8IM7-fi,0.9321424512863159,50,PseudoPositive,StrongNegative,Positive
8IZ4-fi,0.9988587656021117,38,PseudoPositive,PseudoPositive,Positive
8JCW-fi,0.9994909071922302,18,PseudoPositive,StrongPositive,Positive
8JII-fi,0.9950863795280457,56,PseudoPositive,PseudoNegative,Positive
8JL4-fi,0.9990835185050964,27,PseudoPositive,PseudoPositive,Positive
8JXQ-fi,0.9954891254901886,57,PseudoPositive,PseudoNegative,Positive
8K2X-fi,0.9991683328151704,39,PseudoPositive,PseudoPositive,Positive
8PM6-fi,0.9979113490581513,41,PseudoPositive,PseudoNegative,Positive
8QK6-fi,0.998906269788742,51,PseudoPositive,PseudoPositive,Positive
8RLN-fi,0.3690290425121784,53,PseudoNegative,StrongNegative,Negative
8RVW-fi,0.6581475652456283,50,PseudoNegative,StrongNegative,Positive
8S3E-fi,0.9995282428264618,15,PseudoPositive,StrongPositive,Positive
8SGW-fi,0.9993254671096802,29,PseudoPositive,StrongPositive,Positive
8SH3-fi,0.9993339667320251,28,PseudoPositive,StrongPositive,Positive
8SI2-fi,0.994965842485428,50,PseudoPositive,PseudoNegative,Positive
8SI8-fi,0.684040655836463,60,PseudoNegative,StrongNegative,Positive
8SIE-fi,0.9993011400699615,24,PseudoPositive,StrongPositive,Positive
8SRA-fi,0.9133048450946808,72,PseudoPositive,StrongNegative,Positive
8SRF-fi,0.5227672447785735,80,PseudoNegative,StrongNegative,Positive
8SS6-fi,0.9987351891994477,36,PseudoPositive,PseudoPositive,Positive
8T56-fi,0.012192815199814461,93,PseudoNegative,StrongNegative,Negative
8TW4-fi,0.9989601714611055,36,PseudoPositive,PseudoPositive,Positive
8UVF-fi,0.9878271625041963,57,PseudoPositive,PseudoNegative,Positive
8V64-fi,0.9635338053703307,58,PseudoPositive,StrongNegative,Positive
8WJX-fi,0.9991370770931244,39,PseudoPositive,PseudoPositive,Positive
8X93-fi,0.9971348662376404,53,PseudoPositive,PseudoNegative,Positive
8XBS-fi,0.9995234179496766,20,PseudoPositive,StrongPositive,Positive
8XQO-fi,0.4579590522702783,86,PseudoNegative,StrongNegative,Negative
8XQS-fi,0.21040672623971476,89,PseudoNegative,StrongNegative,Negative
8YKY-fi,0.31947836961317805,89,PseudoNegative,StrongNegative,Negative
8YN5-fi,0.9995037498474121,19,PseudoPositive,StrongPositive,Positive
8YU7-fi,0.9991746659278868,27,PseudoPositive,PseudoPositive,Positive
8YUU-fi,0.9291723806858062,56,PseudoPositive,StrongNegative,Positive
8ZPN-fi,0.9991974775791167,31,PseudoPositive,PseudoPositive,Positive
9B8O-fi,0.9995191614627839,19,PseudoPositive,StrongPositive,Positive
9CUI-fi,0.9993637032508851,54,PseudoPositive,StrongPositive,Positive
9D3G-fi,0.9953016140460967,45,PseudoPositive,PseudoNegative,Positive
9DNW-fi,0.5666379886902868,45,PseudoNegative,StrongNegative,Positive
9DO0-fi,0.998717966556549,31,PseudoPositive,PseudoPositive,Positive
9DVN-fi,0.01357428716287172,76,PseudoNegative,StrongNegative,Negative
9EUO-fi,0.9219593465328216,60,PseudoPositive,StrongNegative,Positive
9GYO-fi,0.8795779882669448,57,PseudoNegative,StrongNegative,Positive
9IMA-fi,0.8588405574560166,71,PseudoNegative,StrongNegative,Positive
9INF-fi,0.9993821284770965,21,PseudoPositive,StrongPositive,Positive
9ITE-fi,0.9851503374576568,56,PseudoPositive,PseudoNegative,Positive
9ITG-fi,0.9714834601879119,51,PseudoPositive,StrongNegative,Positive
9J40-fi,0.9993391246795655,38,PseudoPositive,StrongPositive,Positive
9J7O-fi,0.998955284833908,35,PseudoPositive,PseudoPositive,Positive
9K7B-fi,0.9993224520683288,36,PseudoPositive,StrongPositive,Positive
