protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
1LRI-f1,0.00084147224787006,70,StrongNegative,StrongNegative,Negative
1N83-f1,0.0271373132629669,75,PseudoNegative,StrongNegative,Negative
1N83-f4,0.0482027662573382,54,PseudoNegative,StrongNegative,Negative
2RH1-f2,0.9991758167743683,34,PseudoPositive,PseudoPositive,Positive
2RH1-f3,0.9994928801059724,21,PseudoPositive,StrongPositive,Positive
2RH1-f4,0.00033964196231768,86,StrongNegative,StrongNegative,Negative
2ZXE-f1,0.31934499849798154,72,PseudoNegative,StrongNegative,Negative
3A3Y-f1,0.9873045682907104,55,PseudoPositive,PseudoNegative,Positive
3AM6-f1,0.0418760602608963,88,PseudoNegative,StrongNegative,Negative
3AM6-f3,0.00054655744766564,97,StrongNegative,StrongNegative,Negative
3AM6-f4,0.04463040200032986,84,PseudoNegative,StrongNegative,Negative
3D4S-f1,0.0028776588012705802,69,PseudoNegative,StrongNegative,Negative
3GKI-f3,0.19263450760557313,61,PseudoNegative,StrongNegative,Negative
3N9Y-f1,0.0002518211657062841,108,StrongNegative,StrongNegative,Negative
3N9Y-f5,0.2343119613848393,59,PseudoNegative,StrongNegative,Negative
3NY9-f2,0.0029681925942022197,66,PseudoNegative,StrongNegative,Negative
3WGU-f1,0.9961328856945038,46,PseudoPositive,PseudoNegative,Positive
3WGU-f2,0.9870887541770935,44,PseudoPositive,PseudoNegative,Positive
3WGU-f3,0.9992492146492005,46,PseudoPositive,PseudoPositive,Positive
3WGU-f5,0.00053588489052886,71,StrongNegative,StrongNegative,Negative
3WGV-f1,0.7776285581588744,54,PseudoNegative,StrongNegative,Positive
3WGV-f3,0.10796280178474257,72,PseudoNegative,StrongNegative,Negative
3WGV-f4,0.00015835197596103756,65,StrongNegative,StrongNegative,Negative
4BOE-f1,0.1465940059795975,66,PseudoNegative,StrongNegative,Negative
4BOE-f4,0.00012978222585987133,77,StrongNegative,StrongNegative,Negative
4BQU-f3,0.002571066655626,71,PseudoNegative,StrongNegative,Negative
