atom_type,importance
C,0.09521672874689102
CA,0.09521672874689102
CB,0.09660360217094421
CD,0.0997234508395195
CD1,0.10284382849931717
CD2,0.10596420615911484
CE,0.10736016929149628
CE1,0.10530896484851837
CE2,0.10325776785612106
CE3,0.10120599716901779
CG,0.09992360323667526
CG1,0.10133088380098343
CG2,0.10273819416761398
CH2,0.10414551198482513
CZ,0.10775591433048248
CZ2,0.12899121642112732
CZ3,0.15022653341293335
O,0.17146183550357819
OH,0.19269710779190063
OD1,0.19338949024677277
OD2,0.19408182799816132
OE1,0.19477413594722748
OE2,0.19546642899513245
OG,0.1938234269618988
OG1,0.19188837707042694
N,0.18995340168476105
NE,0.18801841139793396
NE1,0.19821244478225708
NE2,0.21187108755111694
ND1,0.22553084790706635
ND2,0.23919062316417694
NZ,0.23868827521800995
NH1,0.23110774159431458
NH2,0.22352762520313263
SD,0.21594634652137756
SG,0.2125771939754486
UNKNOWN,0.2125771939754486
