filename,average_score,number_atoms
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/2RH1-filtered_graphs.npy,0.7790251451730729,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/3A3Y-filtered_graphs.npy,0.8494070619344711,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/3AM6-filtered_graphs.npy,0.9112457215785981,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/3N9Y-filtered_graphs.npy,0.5242663940787315,71
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/3NYA-filtered_graphs.npy,0.9485399389266967,49
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4DKL-filtered_graphs.npy,0.9331489217281341,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4HYT-filtered_graphs.npy,0.19740177556872368,59
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4NC3-filtered_graphs.npy,0.6821301066875458,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4XP6-filtered_graphs.npy,0.6673462980985642,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4XPB-filtered_graphs.npy,0.6380397593975067,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/4XPG-filtered_graphs.npy,0.6672627884149551,47
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5AVQ-filtered_graphs.npy,0.938264787197113,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5AVS-filtered_graphs.npy,0.9429561102390289,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5AW1-filtered_graphs.npy,0.9383222353458405,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5AW6-filtered_graphs.npy,0.8420065653324127,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5AW7-filtered_graphs.npy,0.8416325211524963,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5D5A-filtered_graphs.npy,0.8832242870330811,56
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5I75-filtered_graphs.npy,0.9061711502075195,20
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5IUA-filtered_graphs.npy,0.9096323847770691,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5JQH-filtered_graphs.npy,0.8805494999885559,18
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5K2A-filtered_graphs.npy,0.8509484767913819,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5K2C-filtered_graphs.npy,0.8595821464061737,39
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5MZJ-filtered_graphs.npy,0.9043159890174866,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5OM1-filtered_graphs.npy,0.8956473910808563,45
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5OM4-filtered_graphs.npy,0.8950277280807495,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/5ZM5-filtered_graphs.npy,0.8020604276657104,74
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6DRY-filtered_graphs.npy,0.7914165067672729,43
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6DS0-filtered_graphs.npy,0.789723813533783,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6JXJ-filtered_graphs.npy,0.5445523038506508,46
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6JZH-filtered_graphs.npy,0.7623234152793884,51
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6M47-filtered_graphs.npy,0.8204022407531738,37
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6O1V-filtered_graphs.npy,0.7543845090270043,25
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6OS1-filtered_graphs.npy,0.7309640043973923,19
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6PB0-filtered_graphs.npy,0.9503065431118012,21
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6PEQ-filtered_graphs.npy,0.22590700566768646,62
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6PRZ-filtered_graphs.npy,0.934818685054779,53
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6RZ7-filtered_graphs.npy,0.9414635396003723,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6UD8-filtered_graphs.npy,0.590997045636177,52
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6UY0-filtered_graphs.npy,0.9153960728645325,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6WGT-filtered_graphs.npy,0.8825194859504699,40
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6WM2-filtered_graphs.npy,0.851756831407547,26
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/6ZDV-filtered_graphs.npy,0.8998277664184571,42
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7A69-filtered_graphs.npy,0.7487535917758942,21
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7BU7-filtered_graphs.npy,0.9002981805801391,28
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7CFM-filtered_graphs.npy,0.7996967256069183,48
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7CZ5-filtered_graphs.npy,0.9053927004337311,36
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7D76-filtered_graphs.npy,0.9469631767272949,24
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7DUQ-filtered_graphs.npy,0.6251760736107826,44
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7E32-filtered_graphs.npy,0.8693509137630463,33
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7EKI-filtered_graphs.npy,0.9308549618721008,30
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7F6H-filtered_graphs.npy,0.9518156433105469,33
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7FJE-filtered_graphs.npy,0.26869941607117653,58
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7LGU-filtered_graphs.npy,0.7244338399171829,38
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7LKP-filtered_graphs.npy,0.9228977632522583,9
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7M5Y-filtered_graphs.npy,0.9351134157180786,24
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7MFI-filtered_graphs.npy,0.5606521868705749,73
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7N4X-filtered_graphs.npy,0.644774626493454,76
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7OCA-filtered_graphs.npy,0.8455705797672272,41
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7OJH-filtered_graphs.npy,0.9395213460922242,37
../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp3/Spies/7P00-filtered_graphs.npy,0.841040062904358,55
