sample_name,ensemble_prob_mean,num_models_used
4EIY-filtered_combined_matrix,0.8164250753424583,50
4NTJ-filtered_combined_matrix,0.9394080756453804,50
4RES-filtered_combined_matrix,0.7295523793366363,50
4XP1-filtered_combined_matrix,0.879395669487642,50
4XP4-filtered_combined_matrix,0.8714592564667147,50
4XPG-filtered_combined_matrix,0.8620708089637301,50
5AVW-filtered_combined_matrix,0.9476106386762879,50
5AW3-filtered_combined_matrix,0.9370967894861948,50
5AW4-filtered_combined_matrix,0.9508615269957986,50
5AW6-filtered_combined_matrix,0.950915845225552,50
5AW9-filtered_combined_matrix,0.9176486646780062,50
5C1M-filtered_combined_matrix,0.8972647932502655,50
5D5A-filtered_combined_matrix,0.8773892272628011,50
5D6L-filtered_combined_matrix,0.9005948501120122,50
5I73-filtered_combined_matrix,0.813817438639158,50
5IU8-filtered_combined_matrix,0.7663844246229063,50
5OLV-filtered_combined_matrix,0.8065146201265008,50
5UPH-filtered_combined_matrix,0.00012385884682463314,50
5VRA-filtered_combined_matrix,0.8084973538203328,50
6DRY-filtered_combined_matrix,0.9407618262324161,50
6IYC-filtered_combined_matrix,0.905301916723408,50
6KUW-filtered_combined_matrix,0.764088473890621,50
6LW5-filtered_combined_matrix,0.9450866834676623,50
6M0Z-filtered_combined_matrix,0.9195655579968312,50
6M3Z-filtered_combined_matrix,0.8838661684119256,50
6N4B-filtered_combined_matrix,0.8687229063274078,50
6OMM-filtered_combined_matrix,0.8855541855451983,50
6PB1-filtered_combined_matrix,0.9261851359487168,50
6PS5-filtered_combined_matrix,0.8520319514465865,50
6PT0-filtered_combined_matrix,0.9299280072124831,50
6RZ7-filtered_combined_matrix,0.9375592388560239,50
6RZ9-filtered_combined_matrix,0.9383497503558836,50
6S0Q-filtered_combined_matrix,0.878103976737567,50
6T4I-filtered_combined_matrix,0.38969870739843376,50
6T9N-filtered_combined_matrix,0.9445633238969033,50
6UD8-filtered_combined_matrix,0.856537588531169,50
6VI4-filtered_combined_matrix,0.9526755182904346,50
6VN7-filtered_combined_matrix,0.8729790567876686,50
6WBM-filtered_combined_matrix,0.8688659791586872,50
6WM2-filtered_combined_matrix,0.8880452735058874,50
6XBK-filtered_combined_matrix,0.6249470520901845,50
7CFM-filtered_combined_matrix,0.8993176380835565,50
7CKY-filtered_combined_matrix,0.9250759220065885,50
7D76-filtered_combined_matrix,0.8640616748092159,50
7D77-filtered_combined_matrix,0.8822324012906143,50
7DUQ-filtered_combined_matrix,0.785186972169014,50
7E14-filtered_combined_matrix,0.9040639586788363,50
7E32-filtered_combined_matrix,0.9190865102669873,50
7EJX-filtered_combined_matrix,0.7845013704098093,50
7EUO-filtered_combined_matrix,0.9609276396995059,50
7EVM-filtered_combined_matrix,0.684110596398352,50
7F16-filtered_combined_matrix,0.9300651264967014,50
7F61-filtered_combined_matrix,0.8280068117913415,50
7F6G-filtered_combined_matrix,0.9312776398219502,50
7F6H-filtered_combined_matrix,0.9211478240790835,50
7FDV-filtered_combined_matrix,0.9620918670585736,50
7FIN-filtered_combined_matrix,0.7735287149023512,50
7LGW-filtered_combined_matrix,0.918781470331374,50
7LIA-filtered_combined_matrix,0.9214004164660269,50
7LJC-filtered_combined_matrix,0.9161118757356964,50
7N4X-filtered_combined_matrix,0.471448521858853,50
7P02-filtered_combined_matrix,0.845628273686983,50
7PXE-filtered_combined_matrix,0.9016491396497716,50
7PXH-filtered_combined_matrix,0.8469057454617903,50
7Q1U-filtered_combined_matrix,0.09174587706777342,50
7R8A-filtered_combined_matrix,0.9124883595185058,50
7SHE-filtered_combined_matrix,0.9093968271266728,50
7SHF-filtered_combined_matrix,0.9460706956706842,50
7SIL-filtered_combined_matrix,0.8872580852750783,50
7SIM-filtered_combined_matrix,0.9327276080741411,50
7SMS-filtered_combined_matrix,0.9469647898936765,50
7T2G-filtered_combined_matrix,0.8878070728602081,50
7TY4-filtered_combined_matrix,0.8898899091599739,50
7TY8-filtered_combined_matrix,0.917800179817602,50
7URA-filtered_combined_matrix,0.9073098886906659,50
7UZQ-filtered_combined_matrix,0.01266703813031604,50
7V0S-filtered_combined_matrix,0.8137637202906861,50
7VUY-filtered_combined_matrix,0.9071557823572983,50
7VUZ-filtered_combined_matrix,0.9069277514601156,50
7VV4-filtered_combined_matrix,0.9212420750433847,50
7VV5-filtered_combined_matrix,0.8950437421381421,50
7WC5-filtered_combined_matrix,0.845150233985768,50
7WFR-filtered_combined_matrix,0.8873123994344917,50
7WLD-filtered_combined_matrix,0.7279689368066091,50
7X2F-filtered_combined_matrix,0.9119579408473135,50
7Y45-filtered_combined_matrix,0.894235989861224,50
7Y5T-filtered_combined_matrix,0.8409197511662158,50
7Y5X-filtered_combined_matrix,0.9038420111573024,50
7Y5Z-filtered_combined_matrix,0.9069104859070807,50
7ZXN-filtered_combined_matrix,0.14757447959756798,50
8CRR-filtered_combined_matrix,0.8470982130446829,50
8CRT-filtered_combined_matrix,0.8823801404145163,50
8CSX-filtered_combined_matrix,0.8385014274683261,50
8DPI-filtered_combined_matrix,0.8916190835948161,50
8EF6-filtered_combined_matrix,0.9481011074497089,50
8EFO-filtered_combined_matrix,0.9449043609063684,50
8F7W-filtered_combined_matrix,0.8091040229011836,50
8GI9-filtered_combined_matrix,0.8742992613478936,50
8HDO-filtered_combined_matrix,0.9340007648365295,50
8HNL-filtered_combined_matrix,0.9196132698649473,50
8HNM-filtered_combined_matrix,0.9455099572528886,50
8J7F-filtered_combined_matrix,0.7653278218424385,50
8J7M-filtered_combined_matrix,0.4037183225574555,50
8JF1-filtered_combined_matrix,0.7754523104301219,50
8JHY-filtered_combined_matrix,0.8947196033328139,50
8JIM-filtered_combined_matrix,0.9511474864087041,50
8JKV-filtered_combined_matrix,0.8741402517896304,50
8JL4-filtered_combined_matrix,0.9051601015299756,50
8JWZ-filtered_combined_matrix,0.9151589758802794,50
8K2X-filtered_combined_matrix,0.9264140706458212,50
8K8E-filtered_combined_matrix,0.8506991620722348,50
8KCS-filtered_combined_matrix,0.8525755964002478,50
8PMJ-filtered_combined_matrix,0.8432583348035079,50
8PY4-filtered_combined_matrix,0.8487532056552628,50
8RWH-filtered_combined_matrix,0.8478575527504814,50
8SHC-filtered_combined_matrix,0.8499032247293639,50
8SI7-filtered_combined_matrix,0.7837987843715071,50
8SIE-filtered_combined_matrix,0.883260933439353,50
8SR7-filtered_combined_matrix,0.15846993823611405,50
8SR9-filtered_combined_matrix,0.7175829867845628,50
8SRE-filtered_combined_matrix,0.4740878575420772,50
8T03-filtered_combined_matrix,0.79165799015177,50
8T04-filtered_combined_matrix,0.8085157066593938,50
8T3V-filtered_combined_matrix,0.7785698252425315,50
8T56-filtered_combined_matrix,0.09288210162314345,50
8TW6-filtered_combined_matrix,0.9037311532199581,50
8U4N-filtered_combined_matrix,0.9128416174865776,50
8UVD-filtered_combined_matrix,0.7791710331218725,50
8UVE-filtered_combined_matrix,0.9602206470312361,50
8UVG-filtered_combined_matrix,0.9564455369812535,50
8W4A-filtered_combined_matrix,0.925343324801606,50
8WE8-filtered_combined_matrix,0.7276943079008198,50
8WE9-filtered_combined_matrix,0.8780176556884935,50
8WOR-filtered_combined_matrix,0.9622946407835169,50
8X53-filtered_combined_matrix,0.8841113706579731,50
8X54-filtered_combined_matrix,0.8967457578878122,50
8X94-filtered_combined_matrix,0.8667911501246549,50
8XBS-filtered_combined_matrix,0.8886589362138598,50
8XOS-filtered_combined_matrix,0.9514329957174199,50
8XQP-filtered_combined_matrix,0.7735702631876142,50
8YN6-filtered_combined_matrix,0.7589457026352737,50
8Z8Z-filtered_combined_matrix,0.8841843776825974,50
8ZJG-filtered_combined_matrix,0.9401037425133696,50
8ZPL-filtered_combined_matrix,0.8996559488758824,50
9CDC-filtered_combined_matrix,0.8864738323478811,50
9CUK-filtered_combined_matrix,0.8253523168178726,50
9D3E-filtered_combined_matrix,0.92858580105791,50
9DVJ-filtered_combined_matrix,0.23474647678213953,50
9DW9-filtered_combined_matrix,0.9334283812146446,50
9E82-filtered_combined_matrix,0.9477537044024662,50
9EO4-filtered_combined_matrix,0.9321590102170646,50
9F41-filtered_combined_matrix,0.3923510326871971,50
9IJA-filtered_combined_matrix,0.2665363961542557,50
9ITG-filtered_combined_matrix,0.8706737977124073,50
