atom_type,importance
C,0.08830658346414566
CA,0.08830658346414566
CB,0.09402522444725037
CD,0.10689139366149902
CD1,0.11975761502981186
CD2,0.1326245218515396
CE,0.13971124589443207
CE1,0.13523907959461212
CE2,0.13076694309711456
CE3,0.12629476189613342
CG,0.12293630093336105
CG1,0.12347257882356644
CG2,0.1240089014172554
CH2,0.12454522401094437
CZ,0.124651238322258
CZ2,0.12131528556346893
CZ3,0.11797930300235748
O,0.11464335024356842
OH,0.11130721867084503
OD1,0.10466582328081131
OD2,0.09802497178316116
OE1,0.09138410538434982
OE2,0.08474327623844147
OG,0.07430461794137955
OG1,0.06339123845100403
N,0.052477870136499405
NE,0.04156451299786568
NE1,0.04491980001330376
NE2,0.05235118046402931
ND1,0.05978289991617203
ND2,0.06721428036689758
NZ,0.07649350166320801
NH1,0.0866963118314743
NH2,0.0968991070985794
SD,0.1071019247174263
SG,0.11163594573736191
UNKNOWN,0.11163594573736191
