atom_type,importance
C,0.18358832597732544
CA,0.18358832597732544
CB,0.1918625384569168
CD,0.21048076450824738
CD1,0.22909897565841675
CD2,0.2477162480354309
CE,0.25510069727897644
CE1,0.24002014100551605
CE2,0.2249394953250885
CE3,0.20985989272594452
CG,0.19590280950069427
CG1,0.1858772486448288
CG2,0.1758517175912857
CH2,0.165826216340065
CZ,0.1576157659292221
CZ2,0.163925901055336
CZ3,0.1702360361814499
O,0.17654624581336975
OH,0.18285642564296722
OD1,0.19085216522216797
OD2,0.1988479495048523
OE1,0.20684365928173065
OE2,0.21483907103538513
OG,0.21330508589744568
OG1,0.21057943999767303
N,0.2078537940979004
NE,0.20512819290161133
NE1,0.2010657787322998
NE2,0.19662067294120789
ND1,0.19217558205127716
ND2,0.18773147463798523
NZ,0.17592550814151764
NH1,0.16044050455093384
NH2,0.14495550096035004
SD,0.1294696033000946
SG,0.12258724123239517
UNKNOWN,0.12258724123239517
