atom_type,importance_sum
C,1.3165799379348755
CA,1.3165799379348755
CB,1.4284040927886963
CD,1.6800183057785034
CD1,1.9316232204437256
CD2,2.183236837387085
CE,2.42496919631958
CE1,2.6469740867614746
CE2,2.868978261947632
CE3,3.0909640789031982
CG,3.3151755332946777
CG1,3.5470926761627197
CG2,3.7790088653564453
CH2,4.01092529296875
CZ,4.490046977996826
CZ2,6.946805953979492
CZ3,9.403565406799316
O,11.860322952270508
OH,14.317085266113281
OD1,12.562443733215332
OD2,10.807806015014648
OE1,9.053162574768066
OE2,7.298522472381592
OG,7.23303747177124
OG1,7.3787007331848145
N,7.524361610412598
NE,7.670023441314697
NE1,8.079607009887695
NE2,8.564599990844727
ND1,9.049671173095703
ND2,9.53466796875
NZ,9.819626808166504
NH1,10.004565238952637
NH2,10.18950366973877
SD,10.374370574951172
SG,10.456583023071289
UNKNOWN,10.456583023071289
